id;full-name;html-url;stars;forks;owner-name;owner-type;created-at;last-commit;last-commit-date;domain-files;type;n-intents;intents;n-entities;entities;n-actions;actions;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;config-languages;training-language;response-languages;pure-english;n-actions-files
KI-Campus/chatbot-kim__rasa/KI-Campus_en;KI-Campus/chatbot-kim;https://github.com/KI-Campus/chatbot-kim;4;1;KI-Campus;Organization;2022-04-12T12:43:13Z;e6b98cf8ee1dc16f3aee8dbc1711eb0335d0c65b;2023-11-13T09:36:27Z;['rasa/KI-Campus_en/domain.yml'];mfsd;13;['deny', 'affirm', 'faq', 'get_course', 'get_achievements', 'get_courses', 'help', 'out_of_scope', 'bot_challenge', 'human_handoff', 'insults', 'courses', 'search_topics'];4;['certificate_type', 'Course', 'country', 'search_topic'];7;['action_get_courses', 'action_get_courses_buttons', 'action_get_achievements', 'action_course_set', 'action_set_current_course', 'action_download_certificate', 'action_search_topic'];7;['all_courses', 'current_course_title', 'current_course', 'current_achievements', 'course-set', 'current_course_achieved', 'courses_available'];2;1;['list', 'text', 'list', 'list', 'bool', 'bool', 'bool'];1;['course_form'];3.1;['en'];['en'];['en'];True;3
Kams7/Chat_Bot;Kams7/Chat_Bot;https://github.com/Kams7/Chat_Bot;1;0;Kams7;User;2023-05-24T18:52:37Z;8a4391e2adbcdf4cc57f73b0a552e689dab847ab;2023-06-23T16:39:54Z;['ChatBot/domain.yml'];sfsd;8;['greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'command', 'current_place', 'info_questions'];1;['place'];2;['action_default_fallback', 'action_context_answering'];1;['place'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];True;1
Karthik-02/rasa_math_bot;Karthik-02/rasa_math_bot;https://github.com/Karthik-02/rasa_math_bot;2;2;Karthik-02;User;2023-02-28T11:58:15Z;2ad5bd254b2a0ec5ac96d40fc57a58fad24ffa5f;2023-02-28T12:52:24Z;['domain.yml'];sfsd;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'math_operations', 'more_operations', 'inform'];3;['first_number', 'second_number', 'operation'];13;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_thank', 'utter_goodbye', 'utter_iamabot', 'utter_ask_operation', 'utter_ask_first_number', 'utter_ask_second_number', 'utter_divide_by_zero_error', 'action_math_operations', 'action_more_operations'];3;['operation', 'first_number', 'second_number'];3;0;['text', 'float', 'float'];0;[];3.1;['en'];['en'];['en'];True;1
KaustubhMishra02/Rasa-Chatbot-for-Insurance-Customer-Care;KaustubhMishra02/Rasa-Chatbot-for-Insurance-Customer-Care;https://github.com/KaustubhMishra02/Rasa-Chatbot-for-Insurance-Customer-Care;1;0;KaustubhMishra02;User;2022-06-23T08:17:42Z;75e59d4a23228cee3f3fb087e0c13b2f5ada4432;2022-07-21T09:57:20Z;['domain.yml'];sfsd;15;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'supply_info', 'check_claim_status', 'inquire', 'life', 'health', 'auto', 'file_a_claim', 'provide_uname'];3;['PERSON', 'claim_id', 'uname'];2;['action_csv', 'action_write_csv'];3;['person', 'claim_id', 'uname'];3;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];True;1
KenanSh/syria-scholarship-sage__RasaChatbot V1;KenanSh/syria-scholarship-sage;https://github.com/KenanSh/syria-scholarship-sage;1;0;KenanSh;User;2023-12-09T20:34:51Z;43bf455afb469625690d9aae8ec4f81af7fba783;2023-12-10T09:11:42Z;['RasaChatbot V1/domain.yml'];mfsd;17;['affirm', 'bot_challenge', 'country', 'deny', 'stop', 'goodbye', 'greet', 'help', 'out_of_scope', 'scholarship', 'training_opportunity', 'thank', 'request_scholarship_form', 'exchange_program', 'website_info', 'services', 'inform'];2;['country', 'finance'];2;['validate_scholarship_form', 'action_get_link'];2;['country', 'finance'];2;0;['text', 'text'];1;['ss_form'];3.1;['en'];['en'];['en'];True;1
Kheem-Dh/RasaNegotiationChatbot;Kheem-Dh/RasaNegotiationChatbot;https://github.com/Kheem-Dh/RasaNegotiationChatbot;3;1;Kheem-Dh;User;2023-12-29T18:42:57Z;a12251971a4f4b5a48849706cfdc3c937ac16b2e;2023-12-29T19:01:59Z;['domain.yml'];sfsd;8;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'make_offer'];2;['product', 'offer_price'];2;['action_negotiate_price', 'action_counter_offer'];3;['product', 'offer_price', 'counter_offer_price'];2;0;['text', 'float', 'float'];0;[];3.1;['en'];['en'];['en'];True;1
KhripkovaNA/MedChatBot;KhripkovaNA/MedChatBot;https://github.com/KhripkovaNA/MedChatBot;1;0;KhripkovaNA;User;2023-05-31T18:38:31Z;c1119e829c2ef5f9636f01a84ff4272072b8ce48;2024-10-30T11:48:57Z;['domain.yml'];sfsd;27;['bot_challenge', 'chitchat', 'covid_about_mask', 'covid_about_sanitizer', 'covid_about_vaccine', 'covid_age_risk', 'covid_community', 'covid_immunity_booster', 'covid_immunity_booster_foods', 'covid_infected_person', 'covid_precautions', 'covid_spread_air', 'covid_spreading', 'covid_testing', 'covid_time', 'covid_vitamins', 'describe_symptoms', 'dont_need_assistance', 'feel_sick', 'goodbye', 'greet', 'how_to_get_started', 'inquire_about_disease', 'inquire_about_disease_symptoms', 'inquire_about_disease_treatment', 'specify_disease', 'thanks'];1;['disease'];21;['action_provide_disease_info', 'utter_greet', 'utter_thanks', 'utter_goodbye', 'utter_ask_disease', 'utter_iamabot', 'utter_dont_need_assistance', 'utter_feel_sick', 'utter_how_to_get_started', 'utter_medical_focus', 'utter_covid_precautions', 'utter_covid_spreading', 'utter_covid_age_risk', 'utter_covid_time', 'utter_covid_vitamins', 'utter_covid_sanitizer', 'utter_covid_about_vaccine', 'utter_covid_about_mask', 'utter_covid_testing', 'utter_covid_immunity_booster', 'utter_covid_immunity_booster_foods'];3;['disease', 'symptoms_info', 'treatment_info'];1;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];True;1
Lakshmi-1212/cricket_rasa_chatbot;Lakshmi-1212/cricket_rasa_chatbot;https://github.com/Lakshmi-1212/cricket_rasa_chatbot;2;0;Lakshmi-1212;User;2022-10-04T18:05:31Z;e90231fd4d38d750d0b6f0da25781cf00a16b73a;2022-10-09T18:20:33Z;['domain.yml'];sfsd;4;['goodbye', 'greet', 'recent_matches', 'upcoming_matches'];1;['team'];4;['action_get_recent_matches', 'action_get_upcoming_matches', 'utter_greet', 'utter_restart'];1;['team'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];True;1
Nicholas-Ho/Raspberry-Pi-Virtual-Assistant;Nicholas-Ho/Raspberry-Pi-Virtual-Assistant;https://github.com/Nicholas-Ho/Raspberry-Pi-Virtual-Assistant;1;0;Nicholas-Ho;User;2022-06-21T20:50:31Z;c4a3a01d8923a491e7eaf08a6d7076993f67db7c;2023-04-16T16:08:54Z;['virtual_assistant/rasa/domain.yml'];sfsd;22;['greet', 'goodbye', 'affirm', 'deny', 'apologise', 'thank', 'ask_joke', 'inform_residence', 'ask_residence', 'ask_weather', 'ask_news', 'play_music', 'pause_music', 'play_song', 'turn_light_on', 'turn_light_off', 'set_warm_light', 'set_cool_light', 'set_cozy_light', 'set_daylight', 'bot_challenge', 'testing'];5;['news_category', 'song', 'music_artist', 'GPE', 'PERSON'];13;['action_utter_residence', 'action_remember_residence', 'action_get_weather', 'action_get_news', 'action_play_music', 'action_pause_music', 'action_play_song', 'action_turn_light_on', 'action_turn_light_off', 'action_set_warm_light', 'action_set_cool_light', 'action_set_cozy_light', 'action_set_daylight'];3;['residence_city', 'name', 'residence_country'];3;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];True;8
OmdenaAI/nigeria-chapter-interactive-chatbot__src/tasks/task-5-llm-integration/combined-bot-v1.3;OmdenaAI/nigeria-chapter-interactive-chatbot;https://github.com/OmdenaAI/nigeria-chapter-interactive-chatbot;9;1;OmdenaAI;Organization;2023-07-04T16:49:51Z;abeaac8e12aefad6e0587d43e8cbd5d1773cf685;2024-01-24T16:09:55Z;['src/tasks/task-5-llm-integration/combined-bot-v1.3/domain.yml'];mfsd;121;['greet', 'goodbye', 'deny', 'gratitude', 'bot_challenge', 'question', 'greet+general_question', 'about_us_inquire_omdena', 'about_us_omdena_components', 'about_us_omdena_values', 'about_us_omdena_history', 'ai_engineer_role', 'ai_engineer_skills', 'ai_researcher_role', 'ai_researcher_skills', 'applying_at_omdena', 'become_ai_engineer', 'become_ai_researcher', 'become_community_manager', 'careers_in_omdena', 'careers_page_link', 'community_manager_role', 'community_manager_skills', 'leadership_in_omdena_challenge', 'omdena_open_positions', 'process_ai_product_carreer', 'requirements_ai_engineer', 'requirements_ai_product_carreer', 'requirements_ai_researcher', 'requirements_community_manager_role', 'ask_ai_challenge', 'ask_collaborator_benefits', 'ask_engage_collaborator', 'ask_no_ai_experience', 'ask_participation_assessment', 'ask_website_info', 'ask_omdena_works', 'ask_projects', 'ask_data_privacy', 'ask_get_involved', 'ask_expertise', 'ask_quality_assurance', 'ask_impact', 'local_chapter_inquire_local_chapter_programs', 'local_chapter_collaborator_benefit', 'local_chapter_lead_local_chapter', 'local_chapter_lead_benefit', 'local_chapter_find_challenges', 'local_chapter_contact_organizers', 'omdena_school_enrollment_inquiry', 'omdena_school_student_enrollment', 'omdena_school_instructor_application_and_requirements', 'omdena_school_instructor_eligibility', 'omdena_school_free_course_availability', 'omdena_school_dual_role_teacher_and_student_inquiry', 'omdena_school_access_to_recorded_sessions_inquiry', 'omdena_school_overview_and_offerings', 'omdena_school_unique_features_of_omdena_courses', 'omdena_school_programs_value_proposition', 'startup_view_testimonials', 'startup_get_contact_information', 'startup_share_past_experience', 'startup_explain_product_benefits', 'startup_request_demo', 'startup_startup_clients_info', 'startup_project_skills_required', 'startup_business_success_factors', 'startup_common_business_errors', 'startup_find_cofounder_strategies', 'startup_create_business_plan_steps', 'startup_raise_startup_funds_strategies', 'startup_startup_digital_marketing_strategies', 'startup_startup_growth_resources', 'startup_omdena_startup_connections', 'startup_find_startup_mentor_coach', 'startup_plan_successful_exit', 'startup_startup_financial_management', 'startup_protect_startup_intellectual_property', 'startup_data_science_startup_optimization', 'startup_ai_automation_startup_examples', 'startup_machine_learning_product_innovation', 'startup_iot_data_collection_applications', 'startup_positive_work_environment', 'startup_team_motivation_retention', 'startup_industry_trends_sources', 'startup_long_term_strategy_development', 'university_partnership_with_omdena', 'university_team_expertise', 'university_omdena_collaborative_platform', 'university_omdena_project_workflow', 'university_omdena_partnership_benefits', 'university_omdena_ai_project_success_story', 'university_project_university_partners', 'university_newsletter_subscription', 'university_project_domains', 'ai_invo_ai_innovation_challenge', 'ai_invo_pricing_model', 'ai_invo_timely_results_8_weeks', 'ai_invo_participants_innovation_challenge', 'ai_invo_talk_with_omdena_clients', 'top_talent_omdena_top_talent_engineers', 'top_talent_top_talent_project_pricing_model', 'top_talent_top_talent_vs_outsourcing_company', 'top_talent_hiring_inhouse_after_project', 'top_talent_team_selection_process', 'top_talent_week_money_back_guarantee', 'projects_available_projects_details', 'projects_completed_projects_details', 'projects_ongoing_projects_details', 'projects_all_projects_details', 'projects_apply_to_join', 'projects_host_a_project', 'projects_categories_details', 'projects_recommendation_for_newcomer', 'bot_capabilities', 'project_help', 'inform_role', 'join_chapter', 'join_general', 'cost_general', 'eligibility_general'];2;['user_role', 'local_chapter'];8;['action_reset_slots', 'action_help_with_role', 'action_general_help', 'action_join_classify', 'action_eligibility_classify', 'action_cost_classify', 'action_hello_world', 'action_get_response_openai'];2;['user_role', 'local_chapter'];2;0;['text', 'text'];0;[];3.1;['en'];['en'];['en'];True;1
OmdenaAI/nigeria-chapter-interactive-chatbot__src/tasks/task-5-llm-integration/combined-bot-v1.4;OmdenaAI/nigeria-chapter-interactive-chatbot;https://github.com/OmdenaAI/nigeria-chapter-interactive-chatbot;9;1;OmdenaAI;Organization;2023-07-04T16:49:51Z;abeaac8e12aefad6e0587d43e8cbd5d1773cf685;2024-01-24T16:09:55Z;['src/tasks/task-5-llm-integration/combined-bot-v1.4/domain.yml'];mfsd;210;['greet', 'goodbye', 'deny', 'gratitude', 'bot_challenge', 'question', 'greet+general_question', 'out_of_scope_non_english', 'out_of_scope_other', 'about_us_inquire_omdena', 'about_us_omdena_components', 'about_us_omdena_values', 'about_us_omdena_history', 'ai_engineer_role', 'ai_engineer_skills', 'ai_researcher_role', 'ai_researcher_skills', 'applying_at_omdena', 'become_ai_engineer', 'become_ai_researcher', 'become_community_manager', 'careers_in_omdena', 'careers_page_link', 'community_manager_role', 'community_manager_skills', 'leadership_in_omdena_challenge', 'omdena_open_positions', 'process_ai_product_carreer', 'requirements_ai_engineer', 'requirements_ai_product_carreer', 'requirements_ai_researcher', 'requirements_community_manager_role', 'ask_ai_challenge', 'ask_collaborator_benefits', 'ask_engage_collaborator', 'ask_no_ai_experience', 'ask_participation_assessment', 'ask_website_info', 'ask_omdena_works', 'ask_projects', 'ask_data_privacy', 'ask_get_involved', 'ask_expertise', 'ask_quality_assurance', 'ask_impact', 'local_chapter_inquire_local_chapter_programs', 'local_chapter_collaborator_benefit', 'local_chapter_lead_local_chapter', 'local_chapter_lead_benefit', 'local_chapter_find_challenges', 'local_chapter_contact_organizers', 'omdena_school_enrollment_inquiry', 'omdena_school_student_enrollment', 'omdena_school_instructor_application_and_requirements', 'omdena_school_instructor_eligibility', 'omdena_school_free_course_availability', 'omdena_school_dual_role_teacher_and_student_inquiry', 'omdena_school_access_to_recorded_sessions_inquiry', 'omdena_school_overview_and_offerings', 'omdena_school_unique_features_of_omdena_courses', 'omdena_school_programs_value_proposition', 'startup_view_testimonials', 'startup_get_contact_information', 'startup_share_past_experience', 'startup_explain_product_benefits', 'startup_request_demo', 'startup_startup_clients_info', 'startup_project_skills_required', 'startup_business_success_factors', 'startup_common_business_errors', 'startup_find_cofounder_strategies', 'startup_create_business_plan_steps', 'startup_raise_startup_funds_strategies', 'startup_startup_digital_marketing_strategies', 'startup_startup_growth_resources', 'startup_omdena_startup_connections', 'startup_find_startup_mentor_coach', 'startup_plan_successful_exit', 'startup_startup_financial_management', 'startup_protect_startup_intellectual_property', 'startup_data_science_startup_optimization', 'startup_ai_automation_startup_examples', 'startup_machine_learning_product_innovation', 'startup_iot_data_collection_applications', 'startup_positive_work_environment', 'startup_team_motivation_retention', 'startup_industry_trends_sources', 'startup_long_term_strategy_development', 'university_partnership_with_omdena', 'university_team_expertise', 'university_omdena_collaborative_platform', 'university_omdena_project_workflow', 'university_omdena_partnership_benefits', 'university_omdena_ai_project_success_story', 'university_project_university_partners', 'university_newsletter_subscription', 'university_project_domains', 'ai_invo_ai_innovation_challenge', 'ai_invo_pricing_model', 'ai_invo_timely_results_8_weeks', 'ai_invo_participants_innovation_challenge', 'ai_invo_talk_with_omdena_clients', 'top_talent_omdena_top_talent_engineers', 'top_talent_top_talent_project_pricing_model', 'top_talent_top_talent_vs_outsourcing_company', 'top_talent_hiring_inhouse_after_project', 'top_talent_team_selection_process', 'top_talent_week_money_back_guarantee', 'projects_available_projects_details', 'projects_completed_projects_details', 'projects_ongoing_projects_details', 'projects_all_projects_details', 'projects_apply_to_join', 'projects_host_a_project', 'projects_categories_details', 'projects_recommendation_for_newcomer', 'bot_capabilities', 'project_help', 'inform_role', 'join_chapter', 'join_general', 'cost_general', 'eligibility_general', 'additional_info', 'commitment', 'about_project', 'join_ai_innovation_challenge', 'join_company', 'join_omdena_school', 'application_period', 'support', 'join_collaborator', 'project_completion', 'resources', 'technical_help', 'develop_portfolio', 'events', 'partnership', 'benefits_of_joining_community', 'omdena_support', 'find_omdena_info', 'request_refund_conditions', 'assure_partner_satisfaction', 'primary_mission', 'select_top_ai_engineers', 'hire_vetted_talents', 'money_back_guarantee', 'worked_with_top_companies', 'past_projects', 'industry_experience', 'technical_expertise', 'successful_deployments', 'success_stories', 'vetting_process', 'client_testimonials', 'benefits_of_hiring_talents', 'project_execution_process', 'submit_project_idea', 'recruitment_fee', 'sign_up_for_demo', 'contact_for_questions', 'service_inquiry', 'project_duration', 'project_team_size', 'hiring_engineers', 'cost_of_engagement', 'intellectual_property', 'equity_involvement', 'application_process', 'hiring_fee_discount', 'selection_process', 'testimonials_or_reviews', 'types_of_startups', 'operational_fee', 'investment_by_startups', 'number_of_applications', 'startup_partners', 'post_selection_process', 'defining_project_scope', 'contact_information', 'chapter_lead_benefit', 'goal_omdena_chapters', 'partner_role', 'local_chapters_role', 'collaboration_and_insights', 'join_partner', 'join_chapter_lead', 'case_study', 'chapter_lead_role', 'partner_requirements', 'support_communities', 'help_networking', 'chapter_lead_requirements', 'partner_benefit', 'cross_border_exchange_impact', 'about_omdena_community', 'applying_for_collaborator', 'becoming_collaborator', 'collaboration_tools_used', 'collaborator_benefit', 'accessing_data', 'joining_omdena_projects', 'joining_omdena_network', 'networking_process', 'about_omdena_projects', 'programming_languages_used', 'requirements_for_collaborator', 'roles_responsibilities_collaborator', 'tools_used', 'collaboration_process_omdena'];2;['user_role', 'local_chapter'];8;['action_reset_slots', 'action_help_with_role', 'action_general_help', 'action_join_classify', 'action_eligibility_classify', 'action_cost_classify', 'action_hello_world', 'action_get_response_openai'];2;['user_role', 'local_chapter'];2;0;['text', 'text'];0;[];3.1;['en'];['en', 'de'];['en'];False;1
Pallavi-Sinha-12/Expense-Tracker-Chatbot;Pallavi-Sinha-12/Expense-Tracker-Chatbot;https://github.com/Pallavi-Sinha-12/Expense-Tracker-Chatbot;9;0;Pallavi-Sinha-12;User;2023-10-01T07:59:35Z;81bcd686bf61577fd72c971bbbf69183cebf4317;2023-11-20T05:07:49Z;['domain.yml'];sfsd;11;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'input_expense', 'inform', 'cancel_expense_form', 'intent_for_visualisation_report'];7;['expense_category', 'expense_amount', 'expense_date', 'expense_confirmation', 'vis_group_by_type', 'vis_aggregate_type', 'vis_time_period'];13;['action_ask_expense_category', 'validate_expense_form', 'action_ask_expense_amount', 'action_ask_expense_date', 'action_reset_expense_form', 'action_submit_expense_form', 'action_ask_expense_confirmation', 'action_ask_vis_group_by_type', 'action_ask_vis_aggregate_type', 'action_ask_vis_time_period', 'action_submit_visualisation_form', 'action_reset_visualisation_form', 'validate_visualisation_form'];7;['expense_category', 'expense_amount', 'expense_date', 'expense_confirmation', 'vis_group_by_type', 'vis_aggregate_type', 'vis_time_period'];6;0;['text', 'float', 'text', 'bool', 'text', 'text', 'text'];2;['expense_form', 'visualisation_form'];3.1;['en'];['en'];['en'];True;1
RakeshYads/ConversationalChatBotWithStreamlit;RakeshYads/ConversationalChatBotWithStreamlit;https://github.com/RakeshYads/ConversationalChatBotWithStreamlit;1;0;RakeshYads;User;2024-07-14T11:20:00Z;6857304a129d47f42bc7895009df98ce57240b6a;2024-08-11T14:30:57Z;['APP/rasa/domain.yml'];sfsd;8;['greet', 'user_name', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];1;['user'];2;['action_greet', 'action_end_chat'];1;['user'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];True;1
RakeshYads/Job_Search;RakeshYads/Job_Search;https://github.com/RakeshYads/Job_Search;1;0;RakeshYads;User;2024-08-12T17:55:23Z;411d038cd0a01d0f3c9de8d4b81351f8a21ebe2f;2024-08-17T09:02:07Z;['app_job_scraping/rasa/domain.yml'];sfsd;15;['affirm', 'bot_challenge', 'deny', 'goodbye', 'greet', 'inform_email', 'inform_frequency', 'job_search', 'job_title', 'location', 'mood_bot', 'mood_great', 'mood_unhappy', 'subscribe', 'user_name'];5;['job_title', 'location', 'email', 'name', 'user'];9;['utter_job_search_criteria', 'utter_greet', 'utter_happy', 'utter_subscribed', 'utter_bot_mood', 'utter_goodbye', 'action_greet', 'action_end_chat', 'action_job_location'];6;['email', 'frequency', 'name', 'job_title', 'location', 'user'];5;1;['any', 'text', 'any', 'any', 'any', 'text'];2;['newsletter_form', 'job_search_form'];3.1;['en'];['en'];['en'];True;1
Randell-janus/prominente-ecommerce;Randell-janus/prominente-ecommerce;https://github.com/Randell-janus/prominente-ecommerce;2;0;Randell-janus;User;2022-07-16T17:48:44Z;f6017f4100963d5822c33d953ad6a44fe61d30ff;2022-07-19T15:40:03Z;['rasa-chatbot/domain.yml'];sfsd;21;['greet', 'thank', 'affirm', 'deny', 'bot_challenge', 'ask_store_hours', 'buy_in_general', 'ask_payment_methods', 'ask_delivery_process', 'ask_store_location', 'request_glass_price_form', 'cancel_compute', 'buy_alum', 'ask_series_difference', 'ask_product_type_difference', 'buy_glass', 'glass_entities', 'ask_for_recommendation', 'recommendation_entities', 'ask_glass_thickness', 'ask_glass_types'];8;['glass_material', 'glass_type', 'glass_thickness', 'glass_dimension', 'qty', 'product', 'product_type', 'budget'];5;['validate_glass_price_form', 'action_compute_glass_price_form', 'validate_recommend_form', 'action_recommend_form', 'action_reset_slots'];8;['glass_material', 'glass_type', 'glass_thickness', 'glass_dimension', 'qty', 'product', 'product_type', 'budget'];8;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];2;['glass_price_form', 'recommend_form'];3.1;['en'];['en'];['en'];True;1
RasaHQ/financial-demo;RasaHQ/financial-demo;https://github.com/RasaHQ/financial-demo;312;400;RasaHQ;Organization;2020-02-27T10:24:14Z;7627cebef1571d55855b886cf4ac20459af9566c;2022-04-12T09:14:29Z;['domain.yml'];sfsd;22;['check_human', 'transfer_money', 'inform', 'pay_cc', 'greet', 'goodbye', 'affirm', 'deny', 'thankyou', 'ask_transfer_charge', 'search_transactions', 'check_balance', 'check_earnings', 'check_recipients', 'out_of_scope', 'session_start', 'restart', 'trigger_handoff', 'handoff', 'human_handoff', 'help', 'nlu_fallback'];10;['amount-of-money', 'credit_card', 'payment_date', 'vendor_name', 'time', 'PERSON', 'number', 'account_type', 'handoff_to', 'search_type'];18;['action_session_start', 'action_restart', 'action_show_balance', 'action_show_recipients', 'action_show_transfer_charge', 'action_handoff', 'action_handoff_options', 'action_pay_cc', 'action_transfer_money', 'action_transaction_search', 'action_ask_transaction_search_form_zz_confirm_form', 'action_switch_forms_ask', 'action_switch_forms_deny', 'action_switch_forms_affirm', 'action_switch_back_ask', 'validate_cc_payment_form', 'validate_transfer_money_form', 'validate_transaction_search_form'];24;['AA_CONTINUE_FORM', 'PERSON', 'account_type', 'amount-of-money', 'amount_transferred', 'credit_card', 'currency', 'end_time', 'end_time_formatted', 'grain', 'handoff_to', 'next_form_name', 'number', 'payment_amount_type', 'previous_form_name', 'repeated_validation_failures', 'requested_slot', 'search_type', 'start_time', 'start_time_formatted', 'time', 'time_formatted', 'vendor_name', 'zz_confirm_form'];15;12;['any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'text', 'any', 'any', 'text', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any'];3;['cc_payment_form', 'transfer_money_form', 'transaction_search_form'];3.1;['en'];['en'];['en'];True;5
RasaHQ/helpdesk-assistant;RasaHQ/helpdesk-assistant;https://github.com/RasaHQ/helpdesk-assistant;190;152;RasaHQ;Organization;2020-01-15T14:32:07Z;2e9f2258c6648488bd02af86ea2803de5a9fde04;2022-01-03T20:05:40Z;['domain.yml'];sfsd;17;['greet', 'goodbye', 'bot_challenge', 'password_reset', 'inform', 'thank', 'help', 'problem_email', 'open_incident', 'incident_status', 'out_of_scope', 'restart', 'affirm', 'deny', 'trigger_handoff', 'human_handoff', 'handoff'];3;['email', 'priority', 'handoff_to'];7;['action_ask_email', 'action_check_incident_status', 'action_handoff', 'action_handoff_options', 'action_open_incident', 'validate_open_incident_form', 'validate_incident_status_form'];9;['confirm', 'previous_email', 'caller_id', 'email', 'incident_title', 'priority', 'problem_description', 'requested_slot', 'handoff_to'];5;2;['bool', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];2;['open_incident_form', 'incident_status_form'];3.0;['en'];['en'];['en'];True;3
RasaHQ/rasa__examples/concertbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;RasaHQ;Organization;2016-10-14T12:27:49Z;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;['examples/concertbot/domain.yml'];mfsd;11;['affirm', 'deny', 'greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews', 'bot_challenge', 'nlu_fallback', 'how_to_get_started'];1;['name'];5;['action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews', 'action_set_music_preference'];3;['concerts', 'venues', 'likes_music'];0;0;['list', 'list', 'bool'];0;[];3.1;['en'];['en'];['en'];True;1
RasaHQ/rasa__examples/formbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;RasaHQ;Organization;2016-10-14T12:27:49Z;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;['examples/formbot/domain.yml'];mfsd;9;['request_restaurant', 'chitchat', 'inform', 'affirm', 'deny', 'stop', 'thankyou', 'greet', 'bot_challenge'];4;['cuisine', 'number', 'feedback', 'seating'];1;['validate_restaurant_form'];5;['cuisine', 'num_people', 'outdoor_seating', 'preferences', 'feedback'];4;2;['text', 'float', 'text', 'text', 'text'];1;['restaurant_form'];3.1;['en'];['en'];['en'];True;1
RasaHQ/rasa__examples/knowledgebasebot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;RasaHQ;Organization;2016-10-14T12:27:49Z;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;['examples/knowledgebasebot/domain.yml'];mfsd;4;['greet', 'goodbye', 'query_knowledge_base', 'bot_challenge'];7;['object_type', 'mention', 'attribute', 'hotel', 'restaurant', 'cuisine', 'city'];1;['action_query_knowledge_base'];7;['object_type', 'mention', 'attribute', 'hotel', 'restaurant', 'city', 'cuisine'];7;0;['text', 'text', 'text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];True;1
RasaHQ/rasa__examples/reminderbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;RasaHQ;Organization;2016-10-14T12:27:49Z;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;['examples/reminderbot/domain.yml'];mfsd;8;['greet', 'ask_remind_call', 'ask_forget_reminders', 'bye', 'ask_id', 'EXTERNAL_dry_plant', 'EXTERNAL_reminder', 'EXT_reminder'];2;['PERSON', 'plant'];5;['action_set_reminder', 'action_forget_reminders', 'action_react_to_reminder', 'action_tell_id', 'action_warn_dry'];1;['PERSON'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];True;1
RasaHQ/rasa__examples/rules;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;RasaHQ;Organization;2016-10-14T12:27:49Z;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;['examples/rules/domain.yml'];mfsd;11;['activate_q_form', 'inform', 'explain', 'stopp', 'ask_possibilities', 'faq', 'affirm', 'deny', 'greet', 'switch_faq', 'nlu_fallback'];1;['some_slot'];12;['utter_explain_some_slot', 'action_stop_q_form', 'utter_list_possibilities', 'utter_faq', 'utter_ask_did_help', 'utter_continue', 'utter_detailed_faq', 'utter_ask_stop', 'utter_stop', 'utter_greet', 'action_switch_faq', 'utter_did_you_mean'];2;['some_slot', 'detailed_faq'];1;0;['text', 'bool'];1;['loop_q_form'];3.1;['en'];['en'];['en'];True;1
