id;full-name;html-url;stars;forks;owner-name;owner-type;created-at;last-commit;last-commit-date;domain-files;type;n-intents;intents;n-entities;entities;n-actions;actions;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;config-languages;training-language;response-languages;pure-english;n-actions-files
VijaySrinivasan18/Medibot-Rasa-chatbot;VijaySrinivasan18/Medibot-Rasa-chatbot;https://github.com/VijaySrinivasan18/Medibot-Rasa-chatbot;3;1;VijaySrinivasan18;User;2023-01-10T10:30:53Z;bf382c909670bc4c0b66486ed52f5d17fd37232a;2023-02-19T13:45:02Z;['domain.yml'];sfsd;15;['affirm', 'appointment_confirmation', 'appointment_date', 'book_appointment', 'bot_challenge', 'deny', 'doctor_availability', 'goodbye', 'greet', 'medicine_enquiry', 'mood_great', 'mood_unhappy', 'out_patient_consultation', 'thanks', 'timing'];3;['medicine_name', 'appoint_no', 'PERSON'];10;['action_appointment_booking', 'action_appointment_confirmation', 'action_doctor_availability', 'action_medicine_info', 'utter_cheer_up', 'utter_greet', 'utter_happy', 'utter_reply_thank', 'validate_appointment_confirmation_form', 'validate_appointment_form'];3;['first_name', 'last_name', 'appointment_date'];0;3;['text', 'text', 'text'];1;['appointment_form'];3.1;['en'];['en'];['en'];True;1
VrajPatelK/Patient-Appointment;VrajPatelK/Patient-Appointment;https://github.com/VrajPatelK/Patient-Appointment;2;0;VrajPatelK;User;2023-05-20T08:35:05Z;d7e9dc9df59754de0909b7b9216b4ff43d257875;2023-11-28T15:27:56Z;['chatbot/domain.yml'];sfsd;19;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'call_me', 'inform', 'stop', 'get_mobile_no', 'call_cancel_form', 'get_AID', 'get_email', 'wr_otp', 'call_check_appointment_form', 'get_appointment_date', 'get_appointment_time', 'get_dr_name'];19;['name', 'age', 'mobile_no', 'email', 'city', 'aid', 'sentOTP', 'otp', 'correct_name', 'GPE', 'PERSON', 'DATE', 'CARDINAL', 'ORG', 'appointment_time', 'appointment_date', 'allAvailableTimeSlots', 'allAvailableDates', 'dr_name'];10;['action_get_form_details', 'validate_app_form', 'validate_cancel_form', 'action_successfull_cancel', 'validate_status_form', 'action_status_information', 'action_deactivate_form', 'action_ask_appointment_time', 'action_ask_appointment_date', 'action_ask_dr_name'];15;['name', 'dr_name', 'appointment_time', 'appointment_date', 'correct_name', 'age', 'mobile_no', 'email', 'city', 'checkaid', 'aid', 'otp', 'sentOTP', 'allAvailableTimeSlots', 'allAvailableDates'];15;0;['text', 'text', 'text', 'text', 'rasa.shared.core.slots.BooleanSlot', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];3;['app_form', 'cancel_form', 'status_form'];3.1;['en'];['en', 'da'];['en'];False;4
Yagouus/c-4pm__.;Yagouus/c-4pm;https://github.com/Yagouus/c-4pm;5;0;Yagouus;User;2023-06-08T08:30:28Z;c5b97d024a44e4bf2fb274aadab361234a8508fe;2023-09-15T08:26:43Z;['domain.yml'];mfsd;15;['greet', 'goodbye', 'bot_challenge', 'upload', 'discovery', 'activities', 'convey_specification', 'conformance_check', 'non_conformant_check', 'behavior_search', 'implicit_behavior_search', 'behavior_check', 'query_check', 'generate_conformant', 'consistency_check'];8;['email', 'ltl', 'attribute', 'time', 'target', 'from', 'to', 'connector'];19;['utter_greet', 'utter_goodbye', 'utter_iamabot', 'utter_behavior_check', 'utter_query_check', 'utter_generate_conformant', 'utter_convey_spec', 'utter_discovery', 'utter_upload', 'action_save_user_message', 'action_behavior_check', 'action_query_check', 'action_convey_specification', 'action_conformance_check', 'action_non_conformant_check', 'action_behavior_search', 'action_implicit_behavior_search', 'action_activities', 'action_consistency_check'];1;['ltl'];0;0;['text'];0;[];3.1;['en'];['en'];['en'];True;45
YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot__.;YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;https://github.com/YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;6;1;YashaswiniJawalkar;User;2023-07-23T07:56:06Z;763a16194a3686dda81fc9bef60b7675548722f4;2023-07-23T12:09:25Z;['domain.yml'];mfsd;55;['greet', 'goodbye', 'affirm', 'deny', 'session_start', 'mood_great', 'mood_unhappy', 'bot_challenge', 'small-duration', 'long-duration', 'age-below-18', 'age-above-18', 'want_to_ask_question', 'describe_symptoms', 'info_on_drugs', 'out_of_scope', 'problem_headache', 'problem_headache_tension', 'problem_cough', 'problem_nasal-blockage', 'problem_common-cold', 'problem_conjunctivits', 'problem_gerd', 'problem_diabetes', 'problem_allergy-rhinitis', 'problem_fungal-infection', 'problem_chickenpox', 'problem_typhoid', 'problem_psoriasis', 'problem_obesity', 'problem_insomnia', 'problem_psychosis', 'problem_depression', 'problem_pneumonia', 'problem_bronchial-asthma', 'problem_corona-virus', 'problem_low-blood-pressure', 'problem_high-blood-pressure', 'problem_ringworm', 'problem_toothache', 'problem_migraine', 'problem_arthritis', 'problem_period-cramps', 'problem_vit-d-deficiency', 'problem_anaemia', 'problem_weakness', 'problem_eye-problem', 'problem_ear-pain', 'problem_night-blindness', 'problem_mild-heart-disease', 'problem_drug-info', 'symptom-yes', 'symptom-no', 'shoulder_pain', 'more'];1;['drug_name'];0;[];1;['drug_name'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];True;1
Youssef535/Ai-Bot-;Youssef535/Ai-Bot-;https://github.com/Youssef535/Ai-Bot-;3;0;Youssef535;User;2022-05-25T12:38:46Z;bbb9bbceabafed9f97c5379b3a88f8f15ff749e5;2023-05-04T13:49:26Z;['domain.yml'];sfsd;6;['greet', 'inform', 'goodbye', 'affirm', 'deny', 'bot_challenge'];1;['choice'];1;['action_play_rps'];1;['choice'];1;0;['categorical'];0;[];3.1;['en'];['en'];['en'];True;1
Zascc/CoArgue-CHI2023__chatbot/chatbot_bitcoin;Zascc/CoArgue-CHI2023;https://github.com/Zascc/CoArgue-CHI2023;2;0;Zascc;User;2022-07-25T17:57:31Z;e2f1a1f294ada15bcfb60530862a5e970df06a0f;2023-05-04T09:28:28Z;['chatbot/chatbot_bitcoin/domain.yml'];mfsd;12;['greet', 'write_now', 'explore', 'no_idea', 'stance', 'choose_claim_center', 'provide_keywords', 'not_interested', 'restart_session', 'start', 'choose_stance_again', 'check_notes'];2;['StanceCategory', 'ChosenClaimCenter'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];4;['StanceCategory', 'ChosenClaimCenter', 'Keywords', 'ClaimIndex'];2;0;['text', 'text', 'text', 'text'];0;[];3.0;['en'];['en'];['en'];True;1
Zascc/CoArgue-CHI2023__chatbot/chatbot_car;Zascc/CoArgue-CHI2023;https://github.com/Zascc/CoArgue-CHI2023;2;0;Zascc;User;2022-07-25T17:57:31Z;e2f1a1f294ada15bcfb60530862a5e970df06a0f;2023-05-04T09:28:28Z;['chatbot/chatbot_car/domain.yml'];mfsd;12;['greet', 'write_now', 'explore', 'no_idea', 'stance', 'choose_claim_center', 'provide_keywords', 'not_interested', 'restart_session', 'start', 'choose_stance_again', 'check_notes'];2;['StanceCategory', 'ChosenClaimCenter'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];4;['StanceCategory', 'ChosenClaimCenter', 'Keywords', 'ClaimIndex'];2;0;['text', 'text', 'text', 'text'];0;[];3.0;['en'];['en'];['en'];True;1
abdu355/mentalai;abdu355/mentalai;https://github.com/abdu355/mentalai;1;0;abdu355;User;2022-04-21T23:01:15Z;5b63d6a588b941c71ba06ecea80a86ed6c2ac540;2022-05-02T07:45:04Z;['domain.yml'];sfsd;14;['abort', 'affirm', 'bot_challenge', 'deny', 'emergency', 'goodbye', 'greet', 'inform_mood', 'mood_anxiety', 'mood_depressed', 'mood_great', 'nlu_fallback', 'request_condition', 'test'];2;['mental_condition_level', 'mental_condition'];15;['action_hello_world', 'utter_anxiety_action_plan', 'utter_anything_else', 'utter_cheer_up', 'utter_continue', 'utter_depression_action_plan', 'utter_did_that_help', 'utter_goodbye', 'utter_greet', 'utter_happy', 'utter_helpline', 'utter_how_help', 'utter_please_rephrase', 'utter_slots_values', 'utter_submit'];2;['mental_condition', 'mental_condition_level'];2;0;['text', 'text'];1;['mental_condition_form'];3.1;['en'];['en'];['en'];True;1
abhisek1999-android/rasa-chat-bot-for-university-expertise-recomender;abhisek1999-android/rasa-chat-bot-for-university-expertise-recomender;https://github.com/abhisek1999-android/rasa-chat-bot-for-university-expertise-recomender;1;0;abhisek1999-android;User;2022-02-16T16:04:21Z;aa605dd65214d30a613d2ca98a253efb940ecee0;2022-02-17T04:04:51Z;['domain.yml'];sfsd;8;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'ask_for_help'];1;['topic'];6;['action_info_search', 'utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye'];1;['topic'];1;0;['text'];0;[];3.0;['en'];['en'];['en'];True;1
achrafaourik/Financial-Bot;achrafaourik/Financial-Bot;https://github.com/achrafaourik/Financial-Bot;3;2;achrafaourik;User;2022-07-17T11:59:20Z;f5ab01dca53f194cb775b879e960f06602e3611e;2022-09-06T15:48:17Z;['app/domain.yml'];sfsd;10;['create_bank_account', 'account_balance', 'make_transaction', 'greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'chitchat', 'inform'];4;['account_type', 'account_number', 'transaction_type', 'amount-of-money'];4;['action_account_type', 'action_check_balance', 'action_make_transaction', 'action_ask_transaction_form_account_number'];4;['account_type', 'amount-of-money', 'account_number', 'transaction_type'];3;1;['text', 'any', 'text', 'text'];3;['account_form', 'balance_form', 'transaction_form'];3.1;['en'];['en'];['en'];True;1
ahmedidrissi/chatbot-SART;ahmedidrissi/chatbot-SART;https://github.com/ahmedidrissi/chatbot-SART;6;0;ahmedidrissi;User;2023-04-11T17:46:25Z;94a8d9d82122365424913d982dbeaf95848c01cc;2023-06-19T21:41:46Z;['domain.yml'];sfsd;19;['affirm', 'bot_age', 'bot_challenge', 'buy_product', 'cancel_order', 'deny', 'goodbye', 'greet', 'greet_with_name', 'help', 'inform_product_brand', 'inform_product_category', 'inform_product_color', 'inform_product_name', 'inform_product_quantity', 'inform_product_size', 'show_report', 'stop', 'thanks'];8;['user_name', 'product_name', 'product_category', 'product_size', 'product_color', 'product_quantity', 'product_material', 'product_brand'];9;['utter_bot_challenge', 'utter_ask_continue', 'utter_goodbye', 'utter_greet_with_name', 'action_reset_product_form', 'action_submit_product_form', 'utter_help', 'utter_greet', 'validate_product_form'];8;['user_name', 'product_name', 'product_category', 'product_material', 'product_brand', 'product_color', 'product_size', 'product_quantity'];8;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];1;['product_form'];3.1;['en'];['en'];['en'];True;2
akshaya-venkatesh8/CougPresenceChatBot;akshaya-venkatesh8/CougPresenceChatBot;https://github.com/akshaya-venkatesh8/CougPresenceChatBot;2;0;akshaya-venkatesh8;User;2021-12-16T04:35:14Z;d160ef4c238601ffac4047fdbf279704c5821ced;2021-12-16T04:44:54Z;['domain.yml'];sfsd;6;['event_details', 'event_datetime', 'event_org', 'greet', 'goodbye', 'fallback'];2;['org_name', 'datetime'];6;['utter_fallback', 'utter_greet', 'utter_ask_itention', 'utter_loader_text', 'action_event_specific', 'action_event_details'];2;['org_name', 'datetime'];0;0;['text', 'text'];2;['event_form', 'event_org_form'];3.0;['en'];['en'];['en'];True;1
alasali1/shoestorechatbot;alasali1/shoestorechatbot;https://github.com/alasali1/shoestorechatbot;1;0;alasali1;User;2022-05-25T10:50:10Z;cd56db08ee18fbc62c174eedceff06f57eca4cb2;2022-06-29T01:28:27Z;['domain.yml'];sfsd;11;['affirm', 'bot_challenge', 'buy_shoes', 'cancel_order', 'deny', 'goodbye', 'greet', 'help', 'hours', 'inform', 'thanks'];2;['shoe_size', 'shoe_type'];10;['utter_ask_continue', 'utter_ask_shoe_type', 'utter_goodbye', 'utter_greet', 'utter_help_response', 'utter_offer_help', 'utter_shoe_slots', 'utter_submit', 'utter_what_else', 'validate_simple_shoe_form'];2;['shoe_type', 'shoe_size'];2;0;['text', 'text'];1;['simple_shoe_form'];3.1;['en'];['en'];['en'];True;1
andreaspawlik/rasa_chatbot__.;andreaspawlik/rasa_chatbot;https://github.com/andreaspawlik/rasa_chatbot;1;0;andreaspawlik;User;2022-06-01T15:20:02Z;3b2d909d93c8acd9a3970bc73a6dcba596a5ec5e;2022-06-10T19:19:46Z;['domain.yml'];mfsd;10;['ask_bot_name', 'ask_feelings', 'ask_other_articles', 'ask_price', 'bot_challenge', 'buy_phone', 'goodbye', 'greet', 'offend', 'out_of_scope'];4;['model', 'brand', 'storage', 'color'];4;['action_provide_price', 'utter_ask_feelings', 'utter_phone_form_filled', 'utter_slots_values'];4;['brand', 'model', 'color', 'storage'];4;0;['text', 'text', 'text', 'text'];1;['phone_form'];3.1;['de', 'en'];['de', 'en'];['en'];False;1
ankdeshm/COVID_Chatbot;ankdeshm/COVID_Chatbot;https://github.com/ankdeshm/COVID_Chatbot;1;1;ankdeshm;User;2022-06-03T23:53:02Z;d3a2b86317ff20349121f9f9fd94377b2144a9e2;2022-06-04T00:08:57Z;['domain.yml'];sfsd;28;['home_state', 'first_name', 'greet', 'goodbye', 'bot_challenge', 'thanks', 'storedatabase', 'option_info', 'option_stats', 'affirm', 'deny', 'what_is_corona', 'symptoms', 'concern', 'prevention', 'Vaccination', 'incubation', 'who_at_risk', 'long_term_effects', 'when_test', 'which_tests', 'past_covid', 'treatment', 'antibiotics', 'option_global', 'countrywise_stats', 'corona_USA_nation', 'corona_state'];4;['country', 'firstname', 'homestate', 'state'];11;['action_corona_US', 'action_corona_US_States', 'action_corona_World', 'action_corona_countries', 'action_corona_homestate', 'action_corona_state', 'action_save_firstname', 'action_save_homestate', 'action_store', 'utter_greet', 'utter_homestate'];4;['state', 'firstname', 'homestate', 'country'];4;0;['text', 'text', 'text', 'text'];0;[];3.0;['en'];['en'];['en'];True;1
arunsinghthakur/weather_chatbot;arunsinghthakur/weather_chatbot;https://github.com/arunsinghthakur/weather_chatbot;1;0;arunsinghthakur;User;2022-01-23T14:29:31Z;fc064259143cf06443c278d9fe9b840805a3499f;2022-01-23T14:36:04Z;['domain.yml'];sfsd;11;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'weather', 'weather_for_location', 'city_info', 'thanks'];1;['location'];1;['action_get_weather'];1;['location'];1;0;['text'];0;[];3.0;['en'];['en'];['en'];True;1
asalovaara/Trollbot;asalovaara/Trollbot;https://github.com/asalovaara/Trollbot;1;0;asalovaara;User;2021-05-17T09:26:44Z;d5deed7317d2726ba42560035b8169842448f507;2023-05-30T19:23:23Z;['backend/rasa/domain.yml'];sfsd;24;['opening', 'closing', 'suggest_artist', 'likes_artist', 'dislikes_artist', 'tell_genre', 'task_introduction', 'praising_claim', 'dismissing_claim', 'request_for_suggestion_from_bot', 'suggestion_to_make_decision', 'suggestion_for_decision', 'agreement', 'disagreement', 'confusion', 'thanks', 'keysmash', 'insult_person', 'praise_person', 'offer_posting', 'post_decision', 'get_genre', 'restart_conversation', 'EXTERNAL_positive_evaluation_timer'];3;['artist', 'name', 'told_genre'];19;['action_deflect_opinion_question', 'action_end_conversation', 'action_greet_user_by_name', 'action_greet_users', 'action_handle_claim_nice', 'action_handle_claim_troll', 'action_post_decision', 'action_set_decision_phase', 'action_set_genre_slot', 'action_set_opinion_slot_as_bad', 'action_set_opinion_slot_as_good', 'action_set_task_slot', 'action_user_reacted', 'action_trigger_positive_evaluation', 'action_delayed_positive_evaluation', 'action_set_artist_for_user', 'action_check_users_active_user_slot', 'action_dismiss_artist', 'action_check_if_same_liked_artist'];14;['artist', 'artists', 'users', 'active_user', 'last_message_sender', 'name', 'opinion', 'told_genre', 'genre', 'task_activated', 'decision_phase', 'final_decision', 'same_artist_liked', 'bot_type'];3;0;['text', 'any', 'any', 'bool', 'bool', 'text', 'text', 'text', 'text', 'bool', 'bool', 'text', 'bool', 'text'];0;[];3.1;['en'];['en', 'id'];['en'];False;1
ashishjadhav/Mystic_Forest_Escape_Room-master;ashishjadhav/Mystic_Forest_Escape_Room-master;https://github.com/ashishjadhav/Mystic_Forest_Escape_Room-master;1;0;ashishjadhav;User;2023-10-12T19:44:57Z;0a9ec370e0d496fc68eff95f5e08d5e4adb9a73d;2024-01-24T20:57:03Z;['domain.yml'];sfsd;13;['greet', 'affirm', 'ok', 'deny', 'goodbye', 'look', 'pickup', 'use', 'inventory', 'question_answer', 'help', 'hint', 'bot_challenge'];1;['object'];15;['action_look', 'action_pickup', 'action_check_answer', 'utter_greet', 'utter_game_intro', 'utter_level_1', 'utter_level_2', 'utter_level_3', 'action_inventory', 'utter_goodbye', 'utter_iamabot', 'utter_help', 'utter_hint', 'action_use', 'utter_okaytext'];4;['torch', 'rope', 'key', 'sword'];0;0;['bool', 'bool', 'bool', 'bool'];0;[];3.1;['en'];['en'];['en'];True;1
bhawanaprasain/Pizzabot;bhawanaprasain/Pizzabot;https://github.com/bhawanaprasain/Pizzabot;2;0;bhawanaprasain;User;2023-02-01T09:30:09Z;946823f8810e837b6bf68c4ebd512b556db3e976;2023-05-01T05:42:33Z;['domain.yml'];sfsd;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'stop', 'order_pizza', 'place_order', 'chitchat'];3;['size', 'pizza_type', 'topping'];1;['validate_pizza_form'];3;['size', 'topping', 'pizza_type'];3;0;['text', 'text', 'text'];1;['pizza_form'];3.0;['en'];['en'];['en'];True;1
bhawanaprasain/ticket-booking-bot;bhawanaprasain/ticket-booking-bot;https://github.com/bhawanaprasain/ticket-booking-bot;1;1;bhawanaprasain;User;2023-05-01T05:29:45Z;9872aefcc295edcaef1723c2c394d947e5a857e8;2023-05-02T03:40:33Z;['domain.yml'];sfsd;12;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'book_flight', 'cancel_flight', 'request_flight_details', 'booking_details', 'flight_date'];3;['origin', 'destination', 'travel_date'];1;['action_flight_details'];3;['origin', 'destination', 'travel_date'];3;0;['text', 'text', 'text'];1;['flight_booking_form'];3.1;['en'];['en'];['en'];True;1
bowendin-cmu-S25/rhit_IRPA_2023;bowendin-cmu-S25/rhit_IRPA_2023;https://github.com/bowendin-cmu-S25/rhit_IRPA_2023;1;0;bowendin-cmu-S25;User;2022-09-05T17:50:35Z;794055ce69a3711d0cdf8995fbe654f3550376c7;2023-05-24T04:02:36Z;['domain.yml'];sfsd;26;['greet', 'goodbye', 'affirm', 'deny', 'enrollment', 'cohort', 'admission', 'transfer_admission', 'basis_for_selection', 'freshman_profile', 'academic_offering_and_policy', 'student_life', 'financial_aid', 'faculty_and_class_size', 'sat_act_policy', 'general_info', 'definition', 'annual_expense', 'degree_conferred', 'change_year', 'get_year', 'get_available_options', 'event_occured', 'mood_great', 'mood_unhappy', 'bot_challenge'];89;['way_of_contact', 'deadline', 'net_price_calculator', 'enrollment_status', 'student_level', 'undergraduate_grade_level', 'degree-goal', 'is_first_time', 'is_first_year', 'gender', 'race', 'action', 'waiting-list', 'completion-requirement', 'policy', 'cohort_initial_final', 'student_enrollment_result', 'exemptions', 'year', 'subject', 'condition', 'academic_factor', 'non_academic_factor', 'aggregation', 'standarized_test', 'percentile', 'test_component', 'class_rank', 'allow_transfer', 'allow_transfer_credit', 'education_level', 'academic_credit', 'unit_of_measure', 'academic_term', 'admission_decision_date', 'academic_process', 'placement', 'section_subsection', 'time', 'other', 'range', 'degree_level', 'age', 'category', 'college_relation', 'military_branch', 'rotc', 'housing', 'type', 'early-admission', 'money', 'online', 'defer', 'number', 'methodology', 'financial_aid_type', 'scholarship_grants', 'self-help_aid', 'other_aid', 'no_aid', 'need_non_need_base_aid', 'financial_aid_term', 'financial_aid_degree_met', 'people', 'access_level', 'loan_lender', 'living_cost', 'school_supply', 'form', 'size', 'program_offered', 'service_offered', 'activity_offered', 'unit_type', 'academic_credential', 'international_domestic', 'citizen_non_citizen', 'industry_experience', 'calendar_system', 'contact_hour', 'distance_learning', 'open_admission', 'indebtedness', 'organizational_term', 'post', 'for_profit_non_profit', 'major', 'transportation', 'disability'];10;['action_query_knowledgebase', 'action_set_year', 'action_get_year', 'action_get_available_options', 'action_ask_more_question', 'action_answer_not_helpful', 'action_store_asked_question', 'action_store_isHelpful_statistic', 'action_nlu_fallback', 'action_event_occured'];4;['yearRangeSelected', 'lastUserQuestionAsked', 'lastAnswersProvided', 'lastTopicIntentAsked'];0;0;['list', 'text', 'list', 'text'];0;[];3.1;['en'];['en'];['en'];True;4
cwleungar/chat_agent__chatbot/Immigration-chatbot;cwleungar/chat_agent;https://github.com/cwleungar/chat_agent;1;0;cwleungar;User;2023-05-19T15:57:12Z;b30f97fda20efef3cb67d7c9b9335543d8b5d07a;2023-06-19T10:16:09Z;['chatbot/Immigration-chatbot/domain.yml'];mfsd;25;['greet', 'goodbye', 'affirm', 'deny', 'mood_unhappy', 'mood_great', 'mood_unmotivated', 'bot_challenge', 'check_food', 'asking_should_i_eat', 'asking_nutrition_cumulated', 'asking_recommend_exercise', 'asking_recommend_meal', 'tell_info', 'ask_name', 'ask_weight', 'ask_height', 'give_name', 'give_age', 'give_weight', 'give_height', 'inquire_bmi', 'i_play_sport', 'ask_for_activitylevel', 'asking_should_i_exercise'];13;['name', 'age', 'food', 'bmi', 'weight', 'height', 'sport', 'activitylevel', 'duration', 'nutrition_requested', 'exercise_type', 'muscle_gp', 'difficulty'];15;['action_receive_weight', 'action_receive_height', 'action_say_name', 'utter_greet', 'action_say_weight', 'action_say_height', 'action_say_bmi', 'action_calculate_bmi', 'action_check_food', 'action_analyis_sport', 'action_activitylevel', 'action_report_nutrition', 'action_report_exercise', 'action_fallback', 'action_suggest_healthy_meal'];19;['name', 'age', 'weight', 'height', 'bmi', 'nutrition_requested', 'calories_cumulated', 'sugar_cumulated', 'protein_cumulated', 'fat_cumulated', 'saturated_fat_cumulated', 'sodium_cumulated', 'cholesterol_cumulated', 'total_carbohydrate_cumulated', 'dietary_fiber_cumulated', 'potassium_cumuulated', 'activitylevel', 'sport', 'duration'];6;0;['text', 'text', 'float', 'float', 'float', 'text', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'text', 'float'];1;['info_form'];3.1;['en'];['en'];['en'];True;1
dcfrancisco/chatbot-devops;dcfrancisco/chatbot-devops;https://github.com/dcfrancisco/chatbot-devops;1;0;dcfrancisco;User;2023-07-11T17:55:14Z;bc63b3971725b869ee4b81de527427697a402af5;2023-07-11T22:28:48Z;['rasa/domain.yml'];sfsd;6;['greet', 'inform', 'goodbye', 'affirm', 'deny', 'bot_challenge'];1;['choice'];3;['action_play_rpsls', 'action_list_jobs', 'action_create_job'];1;['choice'];1;0;['categorical'];0;[];3.1;['en'];['en'];['en'];True;2
dhruv4023/RasaChatbot;dhruv4023/RasaChatbot;https://github.com/dhruv4023/RasaChatbot;1;0;dhruv4023;User;2023-05-22T06:11:45Z;7484f45f9437a8948e5f49e8970b6d1b27f7013a;2023-05-22T07:00:23Z;['domain.yml'];sfsd;14;['affirm', 'appointment_number', 'book_appointment', 'bot_challenge', 'cancel_appointment', 'check_status_appointment', 'deny', 'fees_intent', 'fill_book_form', 'goodbye', 'greet', 'mood_great', 'thank_you', 'wr_otp'];7;['name', 'city', 'email', 'otp', 'age', 'AID', 'sentOTP'];7;['action_send_otp', 'action_book_appointment', 'utter_greet', 'utter_slots_values', 'utter_thank_you', 'action_cancel_appointment', 'action_check_status_appointment'];7;['AID', 'sentOTP', 'otp', 'name', 'age', 'email', 'city'];7;0;['text', 'text', 'text', 'text', 'text', 'text', 'text'];1;['booking_form'];3.1;['en'];['en'];['en'];True;2
farhadmohmand66/customer_care_chatBot;farhadmohmand66/customer_care_chatBot;https://github.com/farhadmohmand66/customer_care_chatBot;1;0;farhadmohmand66;User;2023-06-23T10:50:10Z;3cf5c8332ed90d2f1d2cf66632fa56d392c34172;2023-09-17T07:12:12Z;['rasa/domain.yml'];sfsd;20;['greet', 'goodbye', 'order_item', 'check_status', 'cancel', 'name', 'item', 'fallback', 'contact_support', 'business_hours', 'return_policy', 'reset_password', 'payment_methods', 'international_shipping', 'product_recommendations', 'pricing_policy', 'company_info', 'discounts_promotions', 'help_specific_problem', 'product_benefits'];2;['name', 'item'];18;['action_check_order_status', 'action_cancel', 'action_contact_support', 'action_business_hours', 'action_return_policy', 'action_reset_password', 'action_payment_methods', 'action_international_shipping', 'action_product_recommendations', 'action_pricing_policy', 'action_company_info', 'action_discounts_promotions', 'action_help_specific_problem', 'action_product_benefits', 'utter_order_confirmation', 'utter_goodbye', 'utter_greet', 'action_default_fallback'];2;['name', 'item'];2;0;['text', 'text'];1;['order_form'];3.1;['en'];['en'];['en'];True;1
fedi-nabli/Time-Zone-bot;fedi-nabli/Time-Zone-bot;https://github.com/fedi-nabli/Time-Zone-bot;2;0;fedi-nabli;User;2023-02-21T17:59:56Z;57bd3528517efefc8fbe8566c4f90dd9cd679bf0;2023-02-23T18:54:31Z;['domain.yml'];sfsd;6;['greet', 'goodbye', 'find_time_zone', 'find_time_zone_for_location', 'city_info', 'thanks'];1;['city'];1;['action_show_time_zone'];1;['city'];1;0;['text'];0;[];3.1;['en'];['en'];['en'];True;1
fenjenahwe/NLI-EVA0;fenjenahwe/NLI-EVA0;https://github.com/fenjenahwe/NLI-EVA0;2;0;fenjenahwe;User;2023-03-20T15:35:45Z;7fbaf1c3eef8711197c8f3650abdd2aa7b97464c;2023-03-21T18:40:10Z;['domain.yml'];sfsd;30;['greet', 'goodbye', 'affirm', 'deny', 'thank', 'mood_great', 'mood_unhappy', 'bot_challenge', 'confirm_exists', 'find_group_number', 'get_all_groups', 'get_number_of_groups', 'get_curr_weather', 'get_cafeteria_information', 'find_group_info', 'find_group_head', 'find_programs_info', 'find_ug_info', 'find_grad_info', 'list_bsc', 'list_msc', 'find_credit_info', 'find_duration_info', 'find_degree_info', 'get_library_information', 'get_current_location', 'get_dept_director', 'get_map', 'general_info', 'reception_info'];6;['teacher_name', 'PERSON', 'group_name', 'bsc_name', 'msc_name', 'current_staff_name'];4;['action_check_existence', 'action_lab_info', 'action_get_curr_weather', 'action_degree_info'];1;['slot_group'];0;0;['text'];0;[];3.1;['en'];['en'];['en'];True;4
