id;full-name;html-url;stars;forks;created-at;updated-at;pushed-at;default-branch;owner-name;owner-id;owner-type;last-commit;last-commit-date;domain-folder;domain-files;n-domain-files;nlu-files;n-nlu-files;actions-files;n-actions-files;readme-files;n-readme-files;language-files;n-language-files;unclear-match
brunohjs/rasa-model-report__tests/mocks/rasa.v2;brunohjs/rasa-model-report;https://github.com/brunohjs/rasa-model-report;14;4;2022-11-11T20:48:19Z;2024-11-08T10:34:40Z;2024-07-10T05:42:54Z;main;brunohjs;26513013;User;59c99a7feeb3ec568cc9c2d62aa3541f0254737e;2024-05-22T19:26:34Z;tests/mocks/rasa.v2;['tests/mocks/rasa.v2/domain.yml'];1;['tests/mocks/rasa.v2/data/nlu.yml'];1;['tests/mocks/rasa.v2/actions/actions.py'];1;['README.md'];1;['tests/mocks/rasa.v2/config.yml'];1;[]
brunohjs/rasa-model-report__tests/mocks/rasa.v3;brunohjs/rasa-model-report;https://github.com/brunohjs/rasa-model-report;14;4;2022-11-11T20:48:19Z;2024-11-08T10:34:40Z;2024-07-10T05:42:54Z;main;brunohjs;26513013;User;59c99a7feeb3ec568cc9c2d62aa3541f0254737e;2024-05-22T19:26:34Z;tests/mocks/rasa.v3;['tests/mocks/rasa.v3/domain.yml'];1;['tests/mocks/rasa.v3/data/nlu.yml'];1;['tests/mocks/rasa.v3/actions/actions.py'];1;['README.md'];1;['tests/mocks/rasa.v3/config.yml'];1;[]
putra-asmarjoe/rasa.ai-order-cloth__.;putra-asmarjoe/rasa.ai-order-cloth;https://github.com/putra-asmarjoe/rasa.ai-order-cloth;0;0;2024-07-04T05:55:39Z;2024-07-04T06:42:09Z;2024-07-04T06:41:32Z;master;putra-asmarjoe;5079949;User;43121227ae181b8fcc1feb03ec57789cc4d5de8a;2024-07-04T06:50:33Z;.;['domain.yml'];1;['data/nlu.yml'];1;['actions/actions.py'];1;[];0;['config.yml'];1;[]
putra-asmarjoe/rasa.ai-order-cloth__temporary_;putra-asmarjoe/rasa.ai-order-cloth;https://github.com/putra-asmarjoe/rasa.ai-order-cloth;0;0;2024-07-04T05:55:39Z;2024-07-04T06:42:09Z;2024-07-04T06:41:32Z;master;putra-asmarjoe;5079949;User;43121227ae181b8fcc1feb03ec57789cc4d5de8a;2024-07-04T06:50:33Z;temporary_;['temporary_/domain.yml'];1;['temporary_/data/nlu.yml'];1;[];0;[];0;['temporary_/config.yml'];1;[]
subhashreegre/Chatbot-using-Rasa-and-Python__.;subhashreegre/Chatbot-using-Rasa-and-Python;https://github.com/subhashreegre/Chatbot-using-Rasa-and-Python;0;0;2024-06-27T18:42:56Z;2024-06-27T19:04:55Z;2024-06-27T19:04:52Z;main;subhashreegre;116090645;User;8b3f80366e5d570214ffca1c1a8c1d1edf5852dd;2024-06-27T19:04:52Z;.;['domain.yml'];1;['data/nlu.md'];1;['actions.py'];1;['README.md'];1;['config.yml'];1;[]
subhashreegre/Chatbot-using-Rasa-and-Python__timezonebot_duplicates;subhashreegre/Chatbot-using-Rasa-and-Python;https://github.com/subhashreegre/Chatbot-using-Rasa-and-Python;0;0;2024-06-27T18:42:56Z;2024-06-27T19:04:55Z;2024-06-27T19:04:52Z;main;subhashreegre;116090645;User;8b3f80366e5d570214ffca1c1a8c1d1edf5852dd;2024-06-27T19:04:52Z;timezonebot_duplicates;['timezonebot_duplicates/domain.yml'];1;['timezonebot_duplicates/nlu.md'];1;[];0;['README.md'];1;[];0;[]
NikitaBallav/trial_chatbot__voice_bot_en;NikitaBallav/trial_chatbot;https://github.com/NikitaBallav/trial_chatbot;0;0;2024-01-29T08:35:14Z;2024-06-17T16:33:59Z;2024-06-17T16:33:57Z;main;NikitaBallav;140958695;User;975ea0f1c6aab6070f74396a12cf8f0abefe563a;2024-06-17T16:33:56Z;voice_bot_en;['voice_bot_en/domain.yml'];1;['voice_bot_en/data/nlu.yml'];1;['voice_bot_en/actions/voice.py', 'voice_bot_en/actions/actions.py'];2;['README.md'];1;['voice_bot_en/config.yml'];1;['csv_to_rasanlu/nlu.yml']
NikitaBallav/trial_chatbot__en_trial_bot;NikitaBallav/trial_chatbot;https://github.com/NikitaBallav/trial_chatbot;0;0;2024-01-29T08:35:14Z;2024-06-17T16:33:59Z;2024-06-17T16:33:57Z;main;NikitaBallav;140958695;User;975ea0f1c6aab6070f74396a12cf8f0abefe563a;2024-06-17T16:33:56Z;en_trial_bot;['en_trial_bot/domain.yml'];1;['en_trial_bot/data/nlu.yml'];1;['en_trial_bot/actions/actions.py'];1;['README.md'];1;['en_trial_bot/config.yml'];1;[]
NikitaBallav/trial_chatbot__marathi/marathibot;NikitaBallav/trial_chatbot;https://github.com/NikitaBallav/trial_chatbot;0;0;2024-01-29T08:35:14Z;2024-06-17T16:33:59Z;2024-06-17T16:33:57Z;main;NikitaBallav;140958695;User;975ea0f1c6aab6070f74396a12cf8f0abefe563a;2024-06-17T16:33:56Z;marathi/marathibot;['marathi/marathibot/domain.yml'];1;['marathi/marathibot/data/nlu.yml'];1;['marathi/marathibot/actions/actions.py'];1;['README.md'];1;['marathi/marathibot/config.yml'];1;[]
shaas1704/Text2Voice__examples/e2ebot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/e2ebot;['examples/e2ebot/domain.yml'];1;['examples/e2ebot/data/nlu.yml'];1;[];0;['README.md'];1;['examples/e2ebot/config.yml'];1;['data/examples/rasa/demo-rasa-multi-intent.yml', 'data/examples/rasa/demo-rasa.json', 'data/examples/rasa/demo-rasa.yml', 'data/rasa_yaml_examples/nlu.yml', 'data/configs_for_docs/config_featurizers.yml', 'data/configs_for_docs/default_config.yml', 'data/configs_for_docs/default_english_config.yml', 'data/configs_for_docs/default_spacy_config.yml', 'data/configs_for_docs/example_for_suggested_config.yml', 'data/configs_for_docs/example_for_suggested_config_after_train.yml', 'data/configs_for_docs/pretrained_embeddings_convert_config.yml', 'data/configs_for_docs/pretrained_embeddings_mitie_config_1.yml', 'data/configs_for_docs/pretrained_embeddings_mitie_config_2.yml', 'data/configs_for_docs/pretrained_embeddings_spacy_config.yml', 'data/configs_for_docs/supervised_embeddings_config.yml', 'data/examples/dialogflow/agent.json', 'docker/configs/config_pretrained_embeddings_mitie.yml', 'docker/configs/config_pretrained_embeddings_spacy_de.yml', 'docker/configs/config_pretrained_embeddings_spacy_en.yml', 'docker/configs/config_pretrained_embeddings_spacy_en_duckling.yml', 'docker/configs/config_pretrained_embeddings_spacy_it.yml', '.github/templates/README.md', 'changelog/README.md', 'data/README.md', 'docs/README.md']
shaas1704/Text2Voice__examples/moodbot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/moodbot;['examples/moodbot/domain.yml'];1;['examples/moodbot/data/nlu.yml'];1;[];0;['README.md', 'examples/moodbot/README.md'];2;['examples/moodbot/config.yml'];1;[]
shaas1704/Text2Voice__examples/reminderbot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/reminderbot;['examples/reminderbot/domain.yml'];1;['examples/reminderbot/data/nlu.yml'];1;['examples/reminderbot/actions/actions.py'];1;['README.md', 'examples/reminderbot/README.md'];2;['examples/reminderbot/config.yml'];1;[]
shaas1704/Text2Voice__examples/formbot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/formbot;['examples/formbot/domain.yml'];1;['examples/formbot/data/nlu.yml'];1;['examples/formbot/actions/actions.py'];1;['README.md', 'examples/formbot/README.md'];2;['examples/formbot/config.yml'];1;[]
shaas1704/Text2Voice__examples/knowledgebasebot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/knowledgebasebot;['examples/knowledgebasebot/domain.yml'];1;['examples/knowledgebasebot/data/nlu.yml'];1;['examples/knowledgebasebot/actions/actions.py'];1;['README.md', 'examples/knowledgebasebot/README.md'];2;['examples/knowledgebasebot/config.yml'];1;[]
shaas1704/Text2Voice__examples/rules;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/rules;['examples/rules/domain.yml'];1;['examples/rules/data/nlu.yml'];1;['examples/rules/actions/actions.py'];1;['README.md'];1;['examples/rules/config.yml'];1;[]
shaas1704/Text2Voice__rasa/cli/initial_project;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;rasa/cli/initial_project;['rasa/cli/initial_project/domain.yml'];1;['rasa/cli/initial_project/data/nlu.yml'];1;['rasa/core/actions/two_stage_fallback.py', 'rasa/core/actions/forms.py', 'rasa/core/actions/constants.py', 'rasa/core/actions/action.py', 'rasa/core/actions/loops.py'];5;['README.md'];1;['rasa/cli/initial_project/config.yml', 'rasa/engine/recipes/config_files/default_config.yml'];2;[]
shaas1704/Text2Voice__examples/responseselectorbot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/responseselectorbot;['examples/responseselectorbot/domain.yml'];1;['examples/responseselectorbot/data/nlu.yml'];1;[];0;['README.md', 'examples/responseselectorbot/README.md'];2;['examples/responseselectorbot/config.yml'];1;[]
shaas1704/Text2Voice__examples/concertbot;shaas1704/Text2Voice;https://github.com/shaas1704/Text2Voice;0;0;2024-06-13T20:51:32Z;2024-06-18T16:35:16Z;2024-09-09T12:21:28Z;main;shaas1704;50367228;User;7807b19ad5fffab73ca1a04dc710f812115a9288;2024-03-21T15:05:22Z;examples/concertbot;['examples/concertbot/domain.yml'];1;['examples/concertbot/data/nlu.yml'];1;['examples/concertbot/actions/actions.py'];1;['README.md', 'examples/concertbot/README.md'];2;['examples/concertbot/config.yml'];1;[]
rakeshAtWork/rasa2__rasa2;rakeshAtWork/rasa2;https://github.com/rakeshAtWork/rasa2;0;0;2024-06-05T17:06:24Z;2024-06-17T11:55:51Z;2024-06-17T11:55:43Z;main;rakeshAtWork;153895722;User;9c4be94bac542cac8bce60ea3dd8ee256699b182;2024-06-17T11:24:39Z;rasa2;['rasa2/domain.yml'];1;['rasa2/data/nlu.yml'];1;['rasa2/actions/my_custom_channel.py', 'rasa2/actions/actions.py'];2;[];0;['rasa2/config.yml'];1;[]
rakeshAtWork/rasa2__rasa3;rakeshAtWork/rasa2;https://github.com/rakeshAtWork/rasa2;0;0;2024-06-05T17:06:24Z;2024-06-17T11:55:51Z;2024-06-17T11:55:43Z;main;rakeshAtWork;153895722;User;9c4be94bac542cac8bce60ea3dd8ee256699b182;2024-06-17T11:24:39Z;rasa3;['rasa3/domain.yml'];1;['rasa3/data/nlu.yml'];1;[];0;[];0;['rasa3/config.yml'];1;[]
oleeviyababu/Chatbot__example-bot/rasa-nlu;oleeviyababu/Chatbot;https://github.com/oleeviyababu/Chatbot;0;2;2024-05-21T09:52:10Z;2024-06-14T11:56:08Z;2024-08-23T10:19:19Z;main;oleeviyababu;41065792;User;38069759b6b65121e395c0adcc0a033e6c0bcfbf;2024-06-14T11:55:42Z;example-bot/rasa-nlu;['example-bot/rasa-nlu/domain.yml'];1;['example-bot/rasa-nlu/data/nlu.yml'];1;[];0;['README.md', 'example-bot/python-backend/README.md', 'example-bot/rasa-nlu/README.md'];3;['example-bot/rasa-nlu/config.yml'];1;[]
oleeviyababu/Chatbot__flat-earth-bot/rasa-nlu;oleeviyababu/Chatbot;https://github.com/oleeviyababu/Chatbot;0;2;2024-05-21T09:52:10Z;2024-06-14T11:56:08Z;2024-08-23T10:19:19Z;main;oleeviyababu;41065792;User;38069759b6b65121e395c0adcc0a033e6c0bcfbf;2024-06-14T11:55:42Z;flat-earth-bot/rasa-nlu;['flat-earth-bot/rasa-nlu/domain.yml'];1;['flat-earth-bot/rasa-nlu/data/nlu.yml'];1;[];0;['README.md', 'flat-earth-bot/python-backend/README.md', 'flat-earth-bot/rasa-nlu/README.md'];3;['flat-earth-bot/rasa-nlu/config.yml'];1;[]
oleeviyababu/Chatbot__reptilian-overlord-example-bot/rasa-nlu;oleeviyababu/Chatbot;https://github.com/oleeviyababu/Chatbot;0;2;2024-05-21T09:52:10Z;2024-06-14T11:56:08Z;2024-08-23T10:19:19Z;main;oleeviyababu;41065792;User;38069759b6b65121e395c0adcc0a033e6c0bcfbf;2024-06-14T11:55:42Z;reptilian-overlord-example-bot/rasa-nlu;['reptilian-overlord-example-bot/rasa-nlu/domain.yml'];1;['reptilian-overlord-example-bot/rasa-nlu/data/nlu.yml'];1;[];0;['README.md', 'reptilian-overlord-example-bot/python-backend/README.md', 'reptilian-overlord-example-bot/rasa-nlu/README.md'];3;['reptilian-overlord-example-bot/rasa-nlu/config.yml'];1;[]
ShivgunGaming/chatboi__.;ShivgunGaming/chatboi;https://github.com/ShivgunGaming/chatboi;1;0;2024-06-11T06:34:18Z;2024-06-11T06:59:59Z;2024-06-11T06:59:57Z;main;ShivgunGaming;102505925;User;407e897b36665ac4473c949e874400656032db92;2024-06-11T06:59:57Z;.;['domain.yml'];1;[];0;[];0;['README.md'];1;['config.yml'];1;[]
ShivgunGaming/chatboi__data;ShivgunGaming/chatboi;https://github.com/ShivgunGaming/chatboi;1;0;2024-06-11T06:34:18Z;2024-06-11T06:59:59Z;2024-06-11T06:59:57Z;main;ShivgunGaming;102505925;User;407e897b36665ac4473c949e874400656032db92;2024-06-11T06:59:57Z;data;['data/domain.yml'];1;['data/nlu.yml'];1;[];0;['README.md'];1;[];0;[]
ankitpatel-akp4/sas-rasa__aiqa;ankitpatel-akp4/sas-rasa;https://github.com/ankitpatel-akp4/sas-rasa;0;0;2024-05-27T16:23:29Z;2024-06-10T16:55:06Z;2024-06-10T16:50:35Z;main;ankitpatel-akp4;87401919;User;b92b19e9d690a3733bfdc154fe029b80082b0e86;2024-06-05T03:23:31Z;aiqa;['aiqa/domain.yml'];1;['aiqa/data/nlu.yml'];1;[];0;[];0;['aiqa/config.yml'];1;['aiqahealthbot/data/nlu.yml', 'aiqahealthbot/actions/actions.py', 'aiqahealthbot/config.yml']
ankitpatel-akp4/sas-rasa__first_rasa;ankitpatel-akp4/sas-rasa;https://github.com/ankitpatel-akp4/sas-rasa;0;0;2024-05-27T16:23:29Z;2024-06-10T16:55:06Z;2024-06-10T16:50:35Z;main;ankitpatel-akp4;87401919;User;b92b19e9d690a3733bfdc154fe029b80082b0e86;2024-06-05T03:23:31Z;first_rasa;['first_rasa/domain.yml'];1;['first_rasa/data/nlu.yml'];1;['first_rasa/actions/actions.py'];1;[];0;['first_rasa/config.yml'];1;[]
ankitpatel-akp4/sas-rasa__aiqahealth;ankitpatel-akp4/sas-rasa;https://github.com/ankitpatel-akp4/sas-rasa;0;0;2024-05-27T16:23:29Z;2024-06-10T16:55:06Z;2024-06-10T16:50:35Z;main;ankitpatel-akp4;87401919;User;b92b19e9d690a3733bfdc154fe029b80082b0e86;2024-06-05T03:23:31Z;aiqahealth;['aiqahealth/domain.yml'];1;['aiqahealth/data/nlu.yml'];1;['aiqahealth/actions/actions.py'];1;[];0;['aiqahealth/config.yml'];1;[]
Abdelkader19/ChatBot_Rasa__data/index;Abdelkader19/ChatBot_Rasa;https://github.com/Abdelkader19/ChatBot_Rasa;0;0;2024-06-09T13:20:34Z;2024-06-09T16:30:01Z;2024-06-09T16:29:55Z;main;Abdelkader19;108670497;User;f3fb4592c345152e777447151b628e2ebfbd537c;2024-06-09T13:22:07Z;data/index;['data/index/domain.yml'];1;['data/index/nlu.yml'];1;[];0;[];0;[];0;['config.yml']
Abdelkader19/ChatBot_Rasa__data/RH;Abdelkader19/ChatBot_Rasa;https://github.com/Abdelkader19/ChatBot_Rasa;0;0;2024-06-09T13:20:34Z;2024-06-09T16:30:01Z;2024-06-09T16:29:55Z;main;Abdelkader19;108670497;User;f3fb4592c345152e777447151b628e2ebfbd537c;2024-06-09T13:22:07Z;data/RH;['data/RH/domain.yml'];1;['data/RH/nlu.yml'];1;[];0;[];0;[];0;[]
Abdelkader19/ChatBot_Rasa__data/candidat;Abdelkader19/ChatBot_Rasa;https://github.com/Abdelkader19/ChatBot_Rasa;0;0;2024-06-09T13:20:34Z;2024-06-09T16:30:01Z;2024-06-09T16:29:55Z;main;Abdelkader19;108670497;User;f3fb4592c345152e777447151b628e2ebfbd537c;2024-06-09T13:22:07Z;data/candidat;['data/candidat/domain.yml'];1;['data/candidat/nlu.yml'];1;[];0;[];0;[];0;[]
eyaallouch/PFA-ChatBotRecrutement__backend/data/index;eyaallouch/PFA-ChatBotRecrutement;https://github.com/eyaallouch/PFA-ChatBotRecrutement;0;0;2024-06-09T00:21:16Z;2024-06-09T08:39:41Z;2024-06-09T08:39:35Z;main;eyaallouch;116625867;User;c19a3e52f4e4f13271c0ec7abf6290fad4c5e899;2024-06-09T07:41:46Z;backend/data/index;['backend/data/index/domain.yml'];1;['backend/data/index/nlu.yml'];1;[];0;[];0;[];0;[]
eyaallouch/PFA-ChatBotRecrutement__backend/data/RH;eyaallouch/PFA-ChatBotRecrutement;https://github.com/eyaallouch/PFA-ChatBotRecrutement;0;0;2024-06-09T00:21:16Z;2024-06-09T08:39:41Z;2024-06-09T08:39:35Z;main;eyaallouch;116625867;User;c19a3e52f4e4f13271c0ec7abf6290fad4c5e899;2024-06-09T07:41:46Z;backend/data/RH;['backend/data/RH/domain.yml'];1;['backend/data/RH/nlu.yml'];1;[];0;[];0;[];0;[]
eyaallouch/PFA-ChatBotRecrutement__backend/data/candidat;eyaallouch/PFA-ChatBotRecrutement;https://github.com/eyaallouch/PFA-ChatBotRecrutement;0;0;2024-06-09T00:21:16Z;2024-06-09T08:39:41Z;2024-06-09T08:39:35Z;main;eyaallouch;116625867;User;c19a3e52f4e4f13271c0ec7abf6290fad4c5e899;2024-06-09T07:41:46Z;backend/data/candidat;['backend/data/candidat/domain.yml'];1;['backend/data/candidat/nlu.yml'];1;[];0;[];0;[];0;[]
Chatbot-Challenge/Frontend__escape-rooms/example-bot;Chatbot-Challenge/Frontend;https://github.com/Chatbot-Challenge/Frontend;0;0;2023-02-15T08:41:24Z;2024-06-04T09:57:59Z;2024-06-04T09:57:56Z;main;Chatbot-Challenge;125374951;Organization;813df317c3586616c77f13f9114e640333697c29;2024-06-04T09:57:52Z;escape-rooms/example-bot;['escape-rooms/example-bot/domain.yml'];1;['escape-rooms/example-bot/data/nlu/nlu.yml', 'escape-rooms/example-bot/data/nlu/synonyms.yml', 'escape-rooms/example-bot/generate/nlu.yml'];3;['escape-rooms/example-bot/actions/actions.py'];1;['README.md', 'escape-rooms/example-bot/README.md'];2;['escape-rooms/example-bot/config.yml'];1;[]
Chatbot-Challenge/Frontend__escape-rooms/rasa-default-bot;Chatbot-Challenge/Frontend;https://github.com/Chatbot-Challenge/Frontend;0;0;2023-02-15T08:41:24Z;2024-06-04T09:57:59Z;2024-06-04T09:57:56Z;main;Chatbot-Challenge;125374951;Organization;813df317c3586616c77f13f9114e640333697c29;2024-06-04T09:57:52Z;escape-rooms/rasa-default-bot;['escape-rooms/rasa-default-bot/domain.yml'];1;['escape-rooms/rasa-default-bot/data/nlu.yml'];1;[];0;['README.md'];1;['escape-rooms/rasa-default-bot/config.yml'];1;[]
KeyzusDevHub/ScriptLanguages2024__PythonRasa/3.0;KeyzusDevHub/ScriptLanguages2024;https://github.com/KeyzusDevHub/ScriptLanguages2024;0;0;2024-03-11T15:35:23Z;2024-05-24T17:18:29Z;2024-05-24T17:18:26Z;main;KeyzusDevHub;147584729;User;b74781fa5ae52b34f43d2fb358ed386c6c2c16df;2024-05-24T17:18:26Z;PythonRasa/3.0;['PythonRasa/3.0/domain.yml'];1;['PythonRasa/3.0/data/nlu.yml'];1;['PythonRasa/3.0/actions/actions.py'];1;['README.md'];1;['PythonRasa/3.0/config.yml'];1;[]
KeyzusDevHub/ScriptLanguages2024__PythonRasa/5.0;KeyzusDevHub/ScriptLanguages2024;https://github.com/KeyzusDevHub/ScriptLanguages2024;0;0;2024-03-11T15:35:23Z;2024-05-24T17:18:29Z;2024-05-24T17:18:26Z;main;KeyzusDevHub;147584729;User;b74781fa5ae52b34f43d2fb358ed386c6c2c16df;2024-05-24T17:18:26Z;PythonRasa/5.0;['PythonRasa/5.0/domain.yml'];1;['PythonRasa/5.0/data/nlu.yml'];1;['PythonRasa/5.0/actions/actions.py'];1;['README.md'];1;['PythonRasa/5.0/config.yml'];1;[]
KeyzusDevHub/ScriptLanguages2024__PythonRasa/3.5;KeyzusDevHub/ScriptLanguages2024;https://github.com/KeyzusDevHub/ScriptLanguages2024;0;0;2024-03-11T15:35:23Z;2024-05-24T17:18:29Z;2024-05-24T17:18:26Z;main;KeyzusDevHub;147584729;User;b74781fa5ae52b34f43d2fb358ed386c6c2c16df;2024-05-24T17:18:26Z;PythonRasa/3.5;['PythonRasa/3.5/domain.yml'];1;['PythonRasa/3.5/data/nlu.yml'];1;['PythonRasa/3.5/actions/actions.py'];1;['README.md'];1;['PythonRasa/3.5/config.yml'];1;[]
KeyzusDevHub/ScriptLanguages2024__PythonRasa/4.0;KeyzusDevHub/ScriptLanguages2024;https://github.com/KeyzusDevHub/ScriptLanguages2024;0;0;2024-03-11T15:35:23Z;2024-05-24T17:18:29Z;2024-05-24T17:18:26Z;main;KeyzusDevHub;147584729;User;b74781fa5ae52b34f43d2fb358ed386c6c2c16df;2024-05-24T17:18:26Z;PythonRasa/4.0;['PythonRasa/4.0/domain.yml'];1;['PythonRasa/4.0/data/nlu.yml'];1;['PythonRasa/4.0/actions/actions.py'];1;['README.md'];1;['PythonRasa/4.0/config.yml'];1;[]
KeyzusDevHub/ScriptLanguages2024__PythonRasa/4.5;KeyzusDevHub/ScriptLanguages2024;https://github.com/KeyzusDevHub/ScriptLanguages2024;0;0;2024-03-11T15:35:23Z;2024-05-24T17:18:29Z;2024-05-24T17:18:26Z;main;KeyzusDevHub;147584729;User;b74781fa5ae52b34f43d2fb358ed386c6c2c16df;2024-05-24T17:18:26Z;PythonRasa/4.5;['PythonRasa/4.5/domain.yml'];1;['PythonRasa/4.5/data/nlu.yml'];1;['PythonRasa/4.5/actions/actions.py'];1;['README.md'];1;['PythonRasa/4.5/config.yml'];1;[]
heguangyong/rasa-moqui__.;heguangyong/rasa-moqui;https://github.com/heguangyong/rasa-moqui;0;0;2024-04-14T14:06:31Z;2024-05-20T15:04:44Z;2024-05-20T15:04:40Z;main;heguangyong;2323614;User;0222949c6f4ca5bf199d8cb8f0883d5a39a47157;2024-05-20T15:04:32Z;.;['domain.yml'];1;['data/nlu.yml'];1;['actions/actions.py'];1;['README.md'];1;['config.yml'];1;[]
heguangyong/rasa-moqui__ref;heguangyong/rasa-moqui;https://github.com/heguangyong/rasa-moqui;0;0;2024-04-14T14:06:31Z;2024-05-20T15:04:44Z;2024-05-20T15:04:40Z;main;heguangyong;2323614;User;0222949c6f4ca5bf199d8cb8f0883d5a39a47157;2024-05-20T15:04:32Z;ref;['ref/domain.bak.yml'];1;['ref/nlu.bak.yml'];1;['ref/actions.py'];1;['README.md'];1;['ref/config.bak.yml'];1;[]
openHPI/OpenWHO-chatbot__rasa/openWHO_en/GreetBot;openHPI/OpenWHO-chatbot;https://github.com/openHPI/OpenWHO-chatbot;1;0;2019-11-13T10:45:07Z;2024-08-28T21:48:22Z;2024-05-15T08:10:46Z;master;openHPI;8125421;Organization;e2769785470239d2b1245a4cf1cea03ff343f62f;2023-10-27T11:59:25Z;rasa/openWHO_en/GreetBot;['rasa/openWHO_en/GreetBot/domain.yml'];1;['rasa/openWHO_en/GreetBot/data/nlu.yml'];1;[];0;['README.md'];1;[];0;[]
openHPI/OpenWHO-chatbot__rasa/openWHO_zh;openHPI/OpenWHO-chatbot;https://github.com/openHPI/OpenWHO-chatbot;1;0;2019-11-13T10:45:07Z;2024-08-28T21:48:22Z;2024-05-15T08:10:46Z;master;openHPI;8125421;Organization;e2769785470239d2b1245a4cf1cea03ff343f62f;2023-10-27T11:59:25Z;rasa/openWHO_zh;['rasa/openWHO_zh/domain.yml'];1;['rasa/openWHO_zh/data/faq.yml', 'rasa/openWHO_zh/data/nlu.yml'];2;[];0;['README.md'];1;['rasa/openWHO_zh/config.yml'];1;[]
openHPI/OpenWHO-chatbot__rasa/openWHO_en;openHPI/OpenWHO-chatbot;https://github.com/openHPI/OpenWHO-chatbot;1;0;2019-11-13T10:45:07Z;2024-08-28T21:48:22Z;2024-05-15T08:10:46Z;master;openHPI;8125421;Organization;e2769785470239d2b1245a4cf1cea03ff343f62f;2023-10-27T11:59:25Z;rasa/openWHO_en;['rasa/openWHO_en/domain.yml'];1;['rasa/openWHO_en/data/faq.yml', 'rasa/openWHO_en/data/general.yml', 'rasa/openWHO_en/data/insults.yml'];3;['rasa/openWHO_en/actions/actions.py'];1;['README.md'];1;['rasa/openWHO_en/config.yml'];1;[]
openHPI/OpenWHO-chatbot__rasa/openWHO_es;openHPI/OpenWHO-chatbot;https://github.com/openHPI/OpenWHO-chatbot;1;0;2019-11-13T10:45:07Z;2024-08-28T21:48:22Z;2024-05-15T08:10:46Z;master;openHPI;8125421;Organization;e2769785470239d2b1245a4cf1cea03ff343f62f;2023-10-27T11:59:25Z;rasa/openWHO_es;['rasa/openWHO_es/domain.yml'];1;['rasa/openWHO_es/data/faq.yml', 'rasa/openWHO_es/data/general.yml', 'rasa/openWHO_es/data/insults.yml'];3;['rasa/openWHO_es/actions/actions.py'];1;['README.md'];1;['rasa/openWHO_es/config.yml'];1;[]
openHPI/OpenWHO-chatbot__rasa/openWHO_es/GreetBot;openHPI/OpenWHO-chatbot;https://github.com/openHPI/OpenWHO-chatbot;1;0;2019-11-13T10:45:07Z;2024-08-28T21:48:22Z;2024-05-15T08:10:46Z;master;openHPI;8125421;Organization;e2769785470239d2b1245a4cf1cea03ff343f62f;2023-10-27T11:59:25Z;rasa/openWHO_es/GreetBot;['rasa/openWHO_es/GreetBot/domain.yml'];1;['rasa/openWHO_es/GreetBot/data/nlu.yml'];1;[];0;['README.md'];1;[];0;[]
