id;full-name;html-url;stars;forks;created-at;updated-at;pushed-at;default-branch;owner-name;owner-id;owner-type;last-commit;last-commit-date;domain-folder;domain-files;n-domain-files;nlu-files;n-nlu-files;actions-files;n-actions-files;readme-files;n-readme-files;language-files;n-language-files;unclear-match
digiteinfotech/kairon__template/use-cases/GPT-FAQ;digiteinfotech/kairon;https://github.com/digiteinfotech/kairon;256;80;2020-04-16T10:46:06Z;2025-01-14T10:45:44Z;2025-01-14T10:45:39Z;master;digiteinfotech;63786695;Organization;2f51174547ffbc56d1dd4c859f32103e2b48f3c0;2025-01-14T10:45:39Z;template/use-cases/GPT-FAQ;['template/use-cases/GPT-FAQ/domain.yml'];1;['template/use-cases/GPT-FAQ/data/nlu.yml'];1;[];0;['README.md'];1;['template/use-cases/GPT-FAQ/config.yml'];1;['kairon/actions/definitions/google.py', 'kairon/actions/definitions/web_search.py', 'kairon/actions/definitions/prompt.py', 'kairon/actions/definitions/live_agent.py', 'kairon/shared/actions/utils.py', 'kairon/actions/definitions/form_validation.py', 'kairon/actions/definitions/razorpay.py', 'kairon/actions/definitions/set_slot.py', 'kairon/actions/definitions/two_stage_fallback.py', 'kairon/actions/definitions/zendesk.py', 'kairon/shared/actions/data_objects.py', 'kairon/actions/definitions/schedule.py', 'kairon/actions/handlers/action.py', 'kairon/actions/definitions/base.py', 'kairon/actions/definitions/http.py', 'kairon/actions/definitions/jira.py', 'kairon/actions/definitions/email.py', 'kairon/shared/actions/exception.py', 'kairon/actions/definitions/bot_response.py', 'kairon/actions/definitions/pipedrive.py', 'kairon/actions/definitions/pyscript.py', 'kairon/actions/definitions/hubspot.py', 'kairon/actions/definitions/database.py', 'kairon/actions/definitions/callback_action.py', 'kairon/actions/definitions/factory.py', 'kairon/chat/actions.py', 'kairon/actions/server.py', 'kairon/actions/handlers/processor.py', 'template/config/contextual.yml', 'template/config/gpt-faq.yml', 'template/config/kairon-default.yml', 'template/config/long-answer.yml', 'template/config/openai-classifier.yml', 'template/config/openai-featurizer.yml', 'template/config/rasa-default.yml']
digiteinfotech/kairon__template/use-cases/Hi-Hello;digiteinfotech/kairon;https://github.com/digiteinfotech/kairon;256;80;2020-04-16T10:46:06Z;2025-01-14T10:45:44Z;2025-01-14T10:45:39Z;master;digiteinfotech;63786695;Organization;2f51174547ffbc56d1dd4c859f32103e2b48f3c0;2025-01-14T10:45:39Z;template/use-cases/Hi-Hello;['template/use-cases/Hi-Hello/domain.yml'];1;['template/use-cases/Hi-Hello/data/nlu.yml'];1;[];0;['README.md'];1;['template/use-cases/Hi-Hello/config.yml'];1;[]
digiteinfotech/kairon__template/use-cases/Covid-19;digiteinfotech/kairon;https://github.com/digiteinfotech/kairon;256;80;2020-04-16T10:46:06Z;2025-01-14T10:45:44Z;2025-01-14T10:45:39Z;master;digiteinfotech;63786695;Organization;2f51174547ffbc56d1dd4c859f32103e2b48f3c0;2025-01-14T10:45:39Z;template/use-cases/Covid-19;['template/use-cases/Covid-19/domain.yml'];1;['template/use-cases/Covid-19/data/nlu.yml'];1;[];0;['README.md'];1;['template/use-cases/Covid-19/config.yml'];1;[]
digiteinfotech/kairon__template/use-cases/Hi-Hello-GPT;digiteinfotech/kairon;https://github.com/digiteinfotech/kairon;256;80;2020-04-16T10:46:06Z;2025-01-14T10:45:44Z;2025-01-14T10:45:39Z;master;digiteinfotech;63786695;Organization;2f51174547ffbc56d1dd4c859f32103e2b48f3c0;2025-01-14T10:45:39Z;template/use-cases/Hi-Hello-GPT;['template/use-cases/Hi-Hello-GPT/domain.yml'];1;['template/use-cases/Hi-Hello-GPT/data/nlu.yml'];1;[];0;['README.md'];1;['template/use-cases/Hi-Hello-GPT/config.yml'];1;[]
digiteinfotech/kairon__template/use-cases/CTS;digiteinfotech/kairon;https://github.com/digiteinfotech/kairon;256;80;2020-04-16T10:46:06Z;2025-01-14T10:45:44Z;2025-01-14T10:45:39Z;master;digiteinfotech;63786695;Organization;2f51174547ffbc56d1dd4c859f32103e2b48f3c0;2025-01-14T10:45:39Z;template/use-cases/CTS;['template/use-cases/CTS/domain.yml'];1;['template/use-cases/CTS/data/nlu.yml'];1;[];0;['README.md'];1;['template/use-cases/CTS/config.yml'];1;[]
RasaHQ/rasa__examples/e2ebot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/e2ebot;['examples/e2ebot/domain.yml'];1;['examples/e2ebot/data/nlu.yml'];1;[];0;['README.md'];1;['examples/e2ebot/config.yml'];1;['data/examples/rasa/demo-rasa-multi-intent.yml', 'data/examples/rasa/demo-rasa.json', 'data/examples/rasa/demo-rasa.yml', 'data/rasa_yaml_examples/nlu.yml', 'data/configs_for_docs/config_featurizers.yml', 'data/configs_for_docs/default_config.yml', 'data/configs_for_docs/default_english_config.yml', 'data/configs_for_docs/default_spacy_config.yml', 'data/configs_for_docs/example_for_suggested_config.yml', 'data/configs_for_docs/example_for_suggested_config_after_train.yml', 'data/configs_for_docs/pretrained_embeddings_convert_config.yml', 'data/configs_for_docs/pretrained_embeddings_mitie_config_1.yml', 'data/configs_for_docs/pretrained_embeddings_mitie_config_2.yml', 'data/configs_for_docs/pretrained_embeddings_spacy_config.yml', 'data/configs_for_docs/supervised_embeddings_config.yml', 'data/examples/dialogflow/agent.json', 'docker/configs/config_pretrained_embeddings_mitie.yml', 'docker/configs/config_pretrained_embeddings_spacy_de.yml', 'docker/configs/config_pretrained_embeddings_spacy_en.yml', 'docker/configs/config_pretrained_embeddings_spacy_en_duckling.yml', 'docker/configs/config_pretrained_embeddings_spacy_it.yml', '.github/templates/README.md', 'changelog/README.md', 'data/README.md', 'docs/README.md']
RasaHQ/rasa__examples/moodbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/moodbot;['examples/moodbot/domain.yml'];1;['examples/moodbot/data/nlu.yml'];1;[];0;['README.md', 'examples/moodbot/README.md'];2;['examples/moodbot/config.yml'];1;[]
RasaHQ/rasa__examples/reminderbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/reminderbot;['examples/reminderbot/domain.yml'];1;['examples/reminderbot/data/nlu.yml'];1;['examples/reminderbot/actions/actions.py'];1;['README.md', 'examples/reminderbot/README.md'];2;['examples/reminderbot/config.yml'];1;[]
RasaHQ/rasa__examples/formbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/formbot;['examples/formbot/domain.yml'];1;['examples/formbot/data/nlu.yml'];1;['examples/formbot/actions/actions.py'];1;['README.md', 'examples/formbot/README.md'];2;['examples/formbot/config.yml'];1;[]
RasaHQ/rasa__examples/knowledgebasebot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/knowledgebasebot;['examples/knowledgebasebot/domain.yml'];1;['examples/knowledgebasebot/data/nlu.yml'];1;['examples/knowledgebasebot/actions/actions.py'];1;['README.md', 'examples/knowledgebasebot/README.md'];2;['examples/knowledgebasebot/config.yml'];1;[]
RasaHQ/rasa__examples/rules;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/rules;['examples/rules/domain.yml'];1;['examples/rules/data/nlu.yml'];1;['examples/rules/actions/actions.py'];1;['README.md'];1;['examples/rules/config.yml'];1;[]
RasaHQ/rasa__rasa/cli/initial_project;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;rasa/cli/initial_project;['rasa/cli/initial_project/domain.yml'];1;['rasa/cli/initial_project/data/nlu.yml'];1;['rasa/core/actions/two_stage_fallback.py', 'rasa/core/actions/forms.py', 'rasa/core/actions/constants.py', 'rasa/core/actions/loops.py', 'rasa/core/actions/action.py'];5;['README.md'];1;['rasa/cli/initial_project/config.yml', 'rasa/engine/recipes/config_files/default_config.yml'];2;[]
RasaHQ/rasa__examples/concertbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/concertbot;['examples/concertbot/domain.yml'];1;['examples/concertbot/data/nlu.yml'];1;['examples/concertbot/actions/actions.py'];1;['README.md', 'examples/concertbot/README.md'];2;['examples/concertbot/config.yml'];1;[]
RasaHQ/rasa__examples/responseselectorbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;2016-10-14T12:27:49Z;2025-01-14T14:22:18Z;2025-01-14T10:29:54Z;3.6.x;RasaHQ;21214473;Organization;d6829b6acc10fd9548798176bb0f9713107c1555;2025-01-14T10:26:14Z;examples/responseselectorbot;['examples/responseselectorbot/domain.yml'];1;['examples/responseselectorbot/data/nlu.yml'];1;[];0;['README.md', 'examples/responseselectorbot/README.md'];2;['examples/responseselectorbot/config.yml'];1;[]
Mistadon62/Salesasst-__01_smalltalk_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;01_smalltalk_bot/src;['01_smalltalk_bot/src/domain.yml'];1;['01_smalltalk_bot/src/data/nlu.md'];1;[];0;['01_smalltalk_bot/README.md', 'README.md'];2;['01_smalltalk_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__02_lead_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;02_lead_bot/src;['02_lead_bot/src/domain.yml'];1;['02_lead_bot/src/data/nlu.md'];1;['02_lead_bot/src/actions.py'];1;['02_lead_bot/README.md', 'README.md'];2;['02_lead_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__03_real_estate_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;03_real_estate_bot/src;['03_real_estate_bot/src/domain.yml'];1;['03_real_estate_bot/src/data/nlu.md'];1;['03_real_estate_bot/src/actions.py'];1;['03_real_estate_bot/README.md', 'README.md'];2;['03_real_estate_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__04_feedback_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;04_feedback_bot/src;['04_feedback_bot/src/domain.yml'];1;['04_feedback_bot/src/data/nlu.md'];1;['04_feedback_bot/src/actions.py'];1;['04_feedback_bot/README.md', 'README.md'];2;['04_feedback_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__05_event_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;05_event_bot/src;['05_event_bot/src/domain.yml'];1;['05_event_bot/src/data/nlu.md'];1;['05_event_bot/src/actions.py'];1;['05_event_bot/README.md', 'README.md'];2;['05_event_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__06_hotel_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;06_hotel_bot/src;['06_hotel_bot/src/domain.yml'];1;['06_hotel_bot/src/data/nlu.md'];1;['06_hotel_bot/src/actions.py'];1;['06_hotel_bot/README.md', 'README.md'];2;['06_hotel_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__07_survey_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;07_survey_bot/src;['07_survey_bot/src/domain.yml'];1;['07_survey_bot/src/data/nlu.md'];1;['07_survey_bot/src/actions.py'];1;['07_survey_bot/README.md', 'README.md'];2;['07_survey_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__08_travel_agency_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;08_travel_agency_bot/src;['08_travel_agency_bot/src/domain.yml'];1;['08_travel_agency_bot/src/data/nlu.md'];1;['08_travel_agency_bot/src/actions.py'];1;['08_travel_agency_bot/README.md', 'README.md'];2;['08_travel_agency_bot/src/config.yml'];1;[]
Mistadon62/Salesasst-__09_news_api/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;09_news_api/src;['09_news_api/src/domain.yml'];1;['09_news_api/src/data/nlu.md'];1;['09_news_api/src/actions.py'];1;['09_news_api/README.md', 'README.md'];2;['09_news_api/src/config.yml'];1;[]
Mistadon62/Salesasst-__10_freshdesk_customer_support_bot/src;Mistadon62/Salesasst-;https://github.com/Mistadon62/Salesasst-;0;0;2025-01-08T22:47:52Z;2025-01-10T08:00:49Z;2025-01-10T08:00:46Z;master;Mistadon62;191088228;User;c9c41760cfeca8b0777cdc7addbcb0d883cc0db4;2025-01-10T08:00:46Z;10_freshdesk_customer_support_bot/src;['10_freshdesk_customer_support_bot/src/domain.yml'];1;['10_freshdesk_customer_support_bot/src/data/nlu.md'];1;['10_freshdesk_customer_support_bot/src/actions.py'];1;['10_freshdesk_customer_support_bot/README.md', 'README.md'];2;['10_freshdesk_customer_support_bot/src/config.yml'];1;[]
KarthikaRajagopal44/multi_bot__data/servicing-bot-en;KarthikaRajagopal44/multi_bot;https://github.com/KarthikaRajagopal44/multi_bot;0;0;2025-01-09T14:50:20Z;2025-01-09T14:53:55Z;2025-01-09T14:53:05Z;main;KarthikaRajagopal44;169654838;User;2b1afc39a4e85bba5955555450afeb8c750a2fff;2025-01-09T14:53:04Z;data/servicing-bot-en;['data/servicing-bot-en/domain.yml'];1;['data/servicing-bot-en/models/servicing-bot-en/model-en/training_data.json'];1;[];0;['README.md'];1;[];0;['data/config.yml']
KarthikaRajagopal44/multi_bot__data/servicing-bot-fr;KarthikaRajagopal44/multi_bot;https://github.com/KarthikaRajagopal44/multi_bot;0;0;2025-01-09T14:50:20Z;2025-01-09T14:53:55Z;2025-01-09T14:53:05Z;main;KarthikaRajagopal44;169654838;User;2b1afc39a4e85bba5955555450afeb8c750a2fff;2025-01-09T14:53:04Z;data/servicing-bot-fr;['data/servicing-bot-fr/domain.yml'];1;['data/servicing-bot-fr/models/servicing-bot-fr/model-fr/training_data.json'];1;[];0;['README.md'];1;[];0;[]
RasaHQ/rasa-calm-demo__domain;RasaHQ/rasa-calm-demo;https://github.com/RasaHQ/rasa-calm-demo;56;18;2023-12-26T11:04:18Z;2025-01-07T11:49:09Z;2025-01-10T11:12:46Z;main;RasaHQ;21214473;Organization;79f664fa442abeb4ce8621f4151c2aab3631f902;2025-01-07T11:49:05Z;domain;['domain/_shared.yml'];1;[];0;['actions/check_transfer_funds.py', 'actions/search_hotel.py', 'actions/add_contact.py', 'actions/order_pizza.py', 'actions/db.py', 'actions/setup_recurrent_payment.py', 'actions/list_contacts.py', 'actions/remove_contact.py', 'actions/action_ask_remove_contact_handle.py', 'actions/execute_transfer.py', 'actions/action_show_portfolio.py', 'actions/list_restaurants.py', 'actions/action_increase_clarification_count.py', 'actions/check_balance.py', 'actions/entity_extractor.py', 'actions/validate_restaurant_form.py', 'actions/authenticate_user.py', 'actions/ask_for_slot_action.py', 'actions/check_restaurant_availability.py', 'actions/action_check_portfolio_exists.py', 'actions/transaction_search.py'];21;['README.md', 'data/prompts/PROMPT_README.md'];2;['config/config.yml', 'config/multistep-config.yml', 'config/qdrant-config.yml'];3;[]
DraBard/NLP__Chatbot_RASA2;DraBard/NLP;https://github.com/DraBard/NLP;0;0;2022-02-02T23:14:13Z;2025-01-06T21:02:18Z;2025-01-06T21:02:13Z;main;DraBard;43968173;User;f427082fe0640676b5adfb83844f193a0d786b90;2025-01-06T21:02:08Z;Chatbot_RASA2;['Chatbot_RASA2/domain.yml'];1;['Chatbot_RASA2/data/nlu.yml'];1;[];0;['README.md'];1;['Chatbot_RASA2/config.yml'];1;[]
DraBard/NLP__Chatbot_RASA3;DraBard/NLP;https://github.com/DraBard/NLP;0;0;2022-02-02T23:14:13Z;2025-01-06T21:02:18Z;2025-01-06T21:02:13Z;main;DraBard;43968173;User;f427082fe0640676b5adfb83844f193a0d786b90;2025-01-06T21:02:08Z;Chatbot_RASA3;['Chatbot_RASA3/domain.yml'];1;['Chatbot_RASA3/data/nlu.yml'];1;[];0;['README.md'];1;['Chatbot_RASA3/config.yml'];1;[]
a7medk7aledak/VitaPsyche-Graduation-Project__chatbot;a7medk7aledak/VitaPsyche-Graduation-Project;https://github.com/a7medk7aledak/VitaPsyche-Graduation-Project;2;0;2024-07-28T10:42:38Z;2025-01-05T17:26:42Z;2025-01-05T17:26:38Z;main;a7medk7aledak;92623979;User;8322231c52fd4bddc3ea7782967a81cc81879b75;2025-01-05T17:26:30Z;chatbot;['chatbot/domain.yml'];1;['chatbot/data/nlu.yml'];1;['chatbot/actions/actions.py'];1;['README.md'];1;['chatbot/config.yml'];1;['client/README.md', 'mobile/README.md', 'mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md']
a7medk7aledak/VitaPsyche-Graduation-Project__lina model;a7medk7aledak/VitaPsyche-Graduation-Project;https://github.com/a7medk7aledak/VitaPsyche-Graduation-Project;2;0;2024-07-28T10:42:38Z;2025-01-05T17:26:42Z;2025-01-05T17:26:38Z;main;a7medk7aledak;92623979;User;8322231c52fd4bddc3ea7782967a81cc81879b75;2025-01-05T17:26:30Z;lina model;['lina model/domain.yml'];1;['lina model/data/nlu.yml'];1;['lina model/actions/actions.py'];1;['README.md'];1;['lina model/config.yml'];1;[]
a7medk7aledak/VitaPsyche-Graduation-Project__lina model/LINA ENG;a7medk7aledak/VitaPsyche-Graduation-Project;https://github.com/a7medk7aledak/VitaPsyche-Graduation-Project;2;0;2024-07-28T10:42:38Z;2025-01-05T17:26:42Z;2025-01-05T17:26:38Z;main;a7medk7aledak;92623979;User;8322231c52fd4bddc3ea7782967a81cc81879b75;2025-01-05T17:26:30Z;lina model/LINA ENG;['lina model/LINA ENG/domain.yml'];1;['lina model/LINA ENG/data/nlu.yml'];1;['lina model/LINA ENG/actions/actions.py'];1;['README.md'];1;['lina model/LINA ENG/config.yml'];1;[]
Edi1012/PruebasBots__slotList;Edi1012/PruebasBots;https://github.com/Edi1012/PruebasBots;0;0;2024-12-30T21:56:54Z;2025-01-03T19:19:49Z;2025-01-03T19:19:44Z;main;Edi1012;86679831;User;070d55600d17d76ea937be826dc153ab6dc6eedd;2025-01-03T19:19:10Z;slotList;['slotList/domain.yml'];1;['slotList/data/nlu.yml'];1;['slotList/actions/actions.py'];1;['README.md'];1;['slotList/config.yml'];1;[]
Edi1012/PruebasBots__Sumar2Numeros;Edi1012/PruebasBots;https://github.com/Edi1012/PruebasBots;0;0;2024-12-30T21:56:54Z;2025-01-03T19:19:49Z;2025-01-03T19:19:44Z;main;Edi1012;86679831;User;070d55600d17d76ea937be826dc153ab6dc6eedd;2025-01-03T19:19:10Z;Sumar2Numeros;['Sumar2Numeros/domain.yml'];1;['Sumar2Numeros/data/nlu.yml'];1;['Sumar2Numeros/actions/actions.py'];1;['README.md'];1;['Sumar2Numeros/config.yml'];1;[]
BagasDwiSantosa/Website-DesignBisnisKita__chatbot;BagasDwiSantosa/Website-DesignBisnisKita;https://github.com/BagasDwiSantosa/Website-DesignBisnisKita;0;0;2024-11-20T17:41:58Z;2024-12-31T10:23:21Z;2024-12-31T10:20:26Z;master;BagasDwiSantosa;93307077;User;b76a22b698f4a0b26aee0837bd914925624ce225;2024-12-31T10:20:26Z;chatbot;['chatbot/domain.yml'];1;['chatbot/data/nlu.yml'];1;['chatbot/actions/actions.py'];1;['README.md'];1;['chatbot/config.yml'];1;[]
BagasDwiSantosa/Website-DesignBisnisKita__intents-chatbot-data;BagasDwiSantosa/Website-DesignBisnisKita;https://github.com/BagasDwiSantosa/Website-DesignBisnisKita;0;0;2024-11-20T17:41:58Z;2024-12-31T10:23:21Z;2024-12-31T10:20:26Z;master;BagasDwiSantosa;93307077;User;b76a22b698f4a0b26aee0837bd914925624ce225;2024-12-31T10:20:26Z;intents-chatbot-data;['intents-chatbot-data/domain2.yml'];1;['intents-chatbot-data/nlu2.yml'];1;[];0;['README.md'];1;['intents-chatbot-data/config2.yml'];1;[]
frank000/cbio-rasa__.;frank000/cbio-rasa;https://github.com/frank000/cbio-rasa;0;0;2024-08-15T14:01:01Z;2024-12-16T10:41:23Z;2024-12-16T10:41:05Z;master;frank000;1838296;User;240b2ed768a7dab130fa9ba7426bf632050d3fcb;2024-12-16T10:39:19Z;.;['domain.yml'];1;[];0;['actions/actions.py'];1;[];0;['config.yml'];1;[]
frank000/cbio-rasa__data;frank000/cbio-rasa;https://github.com/frank000/cbio-rasa;0;0;2024-08-15T14:01:01Z;2024-12-16T10:41:23Z;2024-12-16T10:41:05Z;master;frank000;1838296;User;240b2ed768a7dab130fa9ba7426bf632050d3fcb;2024-12-16T10:39:19Z;data;['data/domain.yml'];1;['data/nlu.yml'];1;[];0;[];0;[];0;[]
frank000/cbio-rasa__simples;frank000/cbio-rasa;https://github.com/frank000/cbio-rasa;0;0;2024-08-15T14:01:01Z;2024-12-16T10:41:23Z;2024-12-16T10:41:05Z;master;frank000;1838296;User;240b2ed768a7dab130fa9ba7426bf632050d3fcb;2024-12-16T10:39:19Z;simples;['simples/domain.yml'];1;[];0;['simples/actions/actions.py'];1;[];0;['simples/config.yml'];1;[]
frank000/cbio-rasa__simples/data;frank000/cbio-rasa;https://github.com/frank000/cbio-rasa;0;0;2024-08-15T14:01:01Z;2024-12-16T10:41:23Z;2024-12-16T10:41:05Z;master;frank000;1838296;User;240b2ed768a7dab130fa9ba7426bf632050d3fcb;2024-12-16T10:39:19Z;simples/data;['simples/data/domain.yml'];1;['simples/data/nlu.yml'];1;[];0;[];0;[];0;[]
weberi/node-red-contrib-rasa-actionserver__rasa_simrasa_integ_test/simrasa_v1_3_Bot;weberi/node-red-contrib-rasa-actionserver;https://github.com/weberi/node-red-contrib-rasa-actionserver;4;4;2021-02-01T04:51:45Z;2024-12-09T19:48:22Z;2024-12-09T19:48:18Z;main;weberi;2123973;User;19ae1730e11edf5b81f9c55b7c612437727ffc8f;2024-12-09T19:33:41Z;rasa_simrasa_integ_test/simrasa_v1_3_Bot;['rasa_simrasa_integ_test/simrasa_v1_3_Bot/domain.yml'];1;['rasa_simrasa_integ_test/simrasa_v1_3_Bot/data/nlu.yml'];1;[];0;['README.md'];1;['rasa_simrasa_integ_test/simrasa_v1_3_Bot/config.yml'];1;[]
weberi/node-red-contrib-rasa-actionserver__errorhandling_integ_test/Errorhandling_v1_2_Bot;weberi/node-red-contrib-rasa-actionserver;https://github.com/weberi/node-red-contrib-rasa-actionserver;4;4;2021-02-01T04:51:45Z;2024-12-09T19:48:22Z;2024-12-09T19:48:18Z;main;weberi;2123973;User;19ae1730e11edf5b81f9c55b7c612437727ffc8f;2024-12-09T19:33:41Z;errorhandling_integ_test/Errorhandling_v1_2_Bot;['errorhandling_integ_test/Errorhandling_v1_2_Bot/domain.yml'];1;['errorhandling_integ_test/Errorhandling_v1_2_Bot/data/nlu.yml'];1;[];0;['README.md'];1;['errorhandling_integ_test/Errorhandling_v1_2_Bot/config.yml'];1;[]
Samupietila/AI-Chatbot__Chatbot;Samupietila/AI-Chatbot;https://github.com/Samupietila/AI-Chatbot;2;1;2024-09-02T10:22:48Z;2024-12-04T10:55:48Z;2024-12-04T10:55:45Z;main;Samupietila;122264320;User;0da01117b3cc0923d804e5189f4bd8a758542798;2024-12-04T10:55:45Z;Chatbot;['Chatbot/domain.yml'];1;['Chatbot/backup_nlu.yml', 'Chatbot/data/nlu_ar.yml', 'Chatbot/data/nlu_en.yml', 'Chatbot/data/nlu_fi.yml'];4;['Chatbot/actions/actions.py'];1;['Chatbot/README.md', 'README.md'];2;['Chatbot/config.yml'];1;[]
Horzion-SMILE/SMILE-PRO-Chatbot__Standard_Questionnaires/de/brs;Horzion-SMILE/SMILE-PRO-Chatbot;https://github.com/Horzion-SMILE/SMILE-PRO-Chatbot;0;0;2024-12-03T12:44:21Z;2024-12-03T12:48:59Z;2024-12-03T12:48:43Z;main;Horzion-SMILE;190493466;Organization;c378a1fc3bb3b4a5d896838d79a102618459ad6b;2024-10-28T19:09:38Z;Standard_Questionnaires/de/brs;['Standard_Questionnaires/de/brs/domain.yml'];1;['Standard_Questionnaires/de/brs/data/nlu.yml'];1;[];0;['README.md'];1;['Standard_Questionnaires/de/brs/.ipynb_checkpoints/config-checkpoint.yml', 'Standard_Questionnaires/de/brs/config.yml'];2;[]
